n_estimators,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,bootstrap,oob_score,accuracy
"[10, 25, 50]","[10, 25, 50]","[20, 60, 100]","[1, 2, 5]",[0.0],['auto'],[None],[0.0],[True],[False],prediction
10,10,20,1,0.0,auto,,0.0,True,False,0.8455056179775281
50,10,20,1,0.0,auto,,0.0,True,False,0.8370786516853931
50,25,20,1,0.0,auto,,0.0,True,False,0.8370786516853931
50,50,20,1,0.0,auto,,0.0,True,False,0.8370786516853931
10,10,20,2,0.0,auto,,0.0,True,False,0.83567415730337
10,25,20,2,0.0,auto,,0.0,True,False,0.83567415730337
10,50,20,2,0.0,auto,,0.0,True,False,0.83567415730337
25,25,20,2,0.0,auto,,0.0,True,False,0.8314606741573031
25,50,20,2,0.0,auto,,0.0,True,False,0.8314606741573031
25,10,20,1,0.0,auto,,0.0,True,False,0.83005617977528
25,10,20,5,0.0,auto,,0.0,True,False,0.8272471910112361
25,25,20,1,0.0,auto,,0.0,True,False,0.8272471910112361
25,25,20,5,0.0,auto,,0.0,True,False,0.8272471910112361
25,50,20,1,0.0,auto,,0.0,True,False,0.8272471910112361
25,50,20,5,0.0,auto,,0.0,True,False,0.8272471910112361
25,10,20,2,0.0,auto,,0.0,True,False,0.8244382022471911
50,10,20,5,0.0,auto,,0.0,True,False,0.823033707865168
50,25,20,2,0.0,auto,,0.0,True,False,0.823033707865168
50,50,20,2,0.0,auto,,0.0,True,False,0.823033707865168
50,10,20,2,0.0,auto,,0.0,True,False,0.8216292134831461
10,25,20,1,0.0,auto,,0.0,True,False,0.8216292134831461
50,25,20,5,0.0,auto,,0.0,True,False,0.8216292134831461
10,50,20,1,0.0,auto,,0.0,True,False,0.8216292134831461
50,50,20,5,0.0,auto,,0.0,True,False,0.8216292134831461
10,25,20,5,0.0,auto,,0.0,True,False,0.820224719101123
10,50,20,5,0.0,auto,,0.0,True,False,0.820224719101123
25,10,60,5,0.0,auto,,0.0,True,False,0.817415730337078
25,25,60,5,0.0,auto,,0.0,True,False,0.817415730337078
25,50,60,5,0.0,auto,,0.0,True,False,0.817415730337078
10,10,20,5,0.0,auto,,0.0,True,False,0.8132022471910111
10,10,60,5,0.0,auto,,0.0,True,False,0.811797752808988
10,25,60,5,0.0,auto,,0.0,True,False,0.811797752808988
10,50,60,5,0.0,auto,,0.0,True,False,0.811797752808988
50,10,60,1,0.0,auto,,0.0,True,False,0.8103932584269661
25,10,60,2,0.0,auto,,0.0,True,False,0.8103932584269661
25,25,60,2,0.0,auto,,0.0,True,False,0.8103932584269661
25,50,60,2,0.0,auto,,0.0,True,False,0.8103932584269661
50,25,60,1,0.0,auto,,0.0,True,False,0.8075842696629211
50,50,60,1,0.0,auto,,0.0,True,False,0.8075842696629211
25,10,60,1,0.0,auto,,0.0,True,False,0.806179775280898
50,10,60,2,0.0,auto,,0.0,True,False,0.8047752808988761
50,10,60,5,0.0,auto,,0.0,True,False,0.8047752808988761
25,25,60,1,0.0,auto,,0.0,True,False,0.8047752808988761
50,25,60,5,0.0,auto,,0.0,True,False,0.8047752808988761
25,50,60,1,0.0,auto,,0.0,True,False,0.8047752808988761
50,50,60,5,0.0,auto,,0.0,True,False,0.8047752808988761
50,25,60,2,0.0,auto,,0.0,True,False,0.8019662921348311
50,50,60,2,0.0,auto,,0.0,True,False,0.8019662921348311
25,10,100,1,0.0,auto,,0.0,True,False,0.793539325842696
25,10,100,2,0.0,auto,,0.0,True,False,0.793539325842696
25,25,100,1,0.0,auto,,0.0,True,False,0.793539325842696
25,25,100,2,0.0,auto,,0.0,True,False,0.793539325842696
25,50,100,1,0.0,auto,,0.0,True,False,0.793539325842696
25,50,100,2,0.0,auto,,0.0,True,False,0.793539325842696
50,10,100,1,0.0,auto,,0.0,True,False,0.7921348314606741
50,25,100,1,0.0,auto,,0.0,True,False,0.7921348314606741
50,50,100,1,0.0,auto,,0.0,True,False,0.7921348314606741
50,10,100,2,0.0,auto,,0.0,True,False,0.790730337078651
10,25,60,1,0.0,auto,,0.0,True,False,0.790730337078651
50,25,100,2,0.0,auto,,0.0,True,False,0.790730337078651
10,50,60,1,0.0,auto,,0.0,True,False,0.790730337078651
50,50,100,2,0.0,auto,,0.0,True,False,0.790730337078651
10,10,100,5,0.0,auto,,0.0,True,False,0.7893258426966291
25,10,100,5,0.0,auto,,0.0,True,False,0.7893258426966291
10,25,100,5,0.0,auto,,0.0,True,False,0.7893258426966291
25,25,100,5,0.0,auto,,0.0,True,False,0.7893258426966291
10,50,100,5,0.0,auto,,0.0,True,False,0.7893258426966291
25,50,100,5,0.0,auto,,0.0,True,False,0.7893258426966291
10,10,60,1,0.0,auto,,0.0,True,False,0.787921348314606
10,10,60,2,0.0,auto,,0.0,True,False,0.787921348314606
10,10,100,2,0.0,auto,,0.0,True,False,0.787921348314606
50,10,100,5,0.0,auto,,0.0,True,False,0.787921348314606
10,25,60,2,0.0,auto,,0.0,True,False,0.787921348314606
10,25,100,2,0.0,auto,,0.0,True,False,0.787921348314606
50,25,100,5,0.0,auto,,0.0,True,False,0.787921348314606
10,50,60,2,0.0,auto,,0.0,True,False,0.787921348314606
10,50,100,2,0.0,auto,,0.0,True,False,0.787921348314606
50,50,100,5,0.0,auto,,0.0,True,False,0.787921348314606
10,10,100,1,0.0,auto,,0.0,True,False,0.785112359550561
10,25,100,1,0.0,auto,,0.0,True,False,0.785112359550561
10,50,100,1,0.0,auto,,0.0,True,False,0.785112359550561
