alpha,fit_intercept,normalize,copy_X,max_iter,solver,accuracy
"[1e-05, 0.0001, 0.1, 1, 10, 20, 25, 30, 35, 50]","[True, False]","[False, True]","[True, False]","[1, 10]","['cholesky', 'svd', 'lsqr', 'sparse_cg']",prediction
25,False,False,False,1,lsqr,0.625
25,False,False,False,1,sparse_cg,0.625
25,False,True,False,1,lsqr,0.625
25,False,True,False,1,sparse_cg,0.625
30,True,True,True,1,cholesky,0.625
30,True,True,True,1,svd,0.625
30,True,True,True,1,lsqr,0.625
30,True,True,True,1,sparse_cg,0.625
30,True,True,True,10,cholesky,0.625
30,True,True,True,10,svd,0.625
30,True,True,True,10,lsqr,0.625
30,True,True,True,10,sparse_cg,0.625
30,False,False,True,1,lsqr,0.625
30,False,False,True,1,sparse_cg,0.625
30,False,True,True,1,lsqr,0.625
30,False,True,True,1,sparse_cg,0.625
30,True,True,False,1,cholesky,0.625
30,True,True,False,1,svd,0.625
30,True,True,False,1,lsqr,0.625
30,True,True,False,1,sparse_cg,0.625
30,True,True,False,10,cholesky,0.625
30,True,True,False,10,svd,0.625
30,True,True,False,10,lsqr,0.625
30,True,True,False,10,sparse_cg,0.625
30,False,False,False,1,lsqr,0.625
30,False,False,False,1,sparse_cg,0.625
30,False,True,False,1,lsqr,0.625
30,False,True,False,1,sparse_cg,0.625
35,True,True,True,1,cholesky,0.625
35,True,True,True,1,svd,0.625
35,True,True,True,1,lsqr,0.625
35,True,True,True,1,sparse_cg,0.625
35,True,True,True,10,cholesky,0.625
35,True,True,True,10,svd,0.625
35,True,True,True,10,lsqr,0.625
35,True,True,True,10,sparse_cg,0.625
35,False,False,True,1,lsqr,0.625
35,False,False,True,1,sparse_cg,0.625
35,False,True,True,1,lsqr,0.625
35,False,True,True,1,sparse_cg,0.625
35,True,True,False,1,cholesky,0.625
35,True,True,False,1,svd,0.625
35,True,True,False,1,lsqr,0.625
35,True,True,False,1,sparse_cg,0.625
35,True,True,False,10,cholesky,0.625
35,True,True,False,10,svd,0.625
35,True,True,False,10,lsqr,0.625
35,True,True,False,10,sparse_cg,0.625
35,False,False,False,1,lsqr,0.625
35,False,False,False,1,sparse_cg,0.625
35,False,True,False,1,lsqr,0.625
35,False,True,False,1,sparse_cg,0.625
50,True,True,True,1,cholesky,0.625
50,True,True,True,1,svd,0.625
50,True,True,True,1,lsqr,0.625
50,True,True,True,1,sparse_cg,0.625
50,True,True,True,10,cholesky,0.625
50,True,True,True,10,svd,0.625
50,True,True,True,10,lsqr,0.625
50,True,True,True,10,sparse_cg,0.625
50,False,False,True,1,lsqr,0.625
50,False,False,True,1,sparse_cg,0.625
50,False,True,True,1,lsqr,0.625
50,False,True,True,1,sparse_cg,0.625
50,True,True,False,1,cholesky,0.625
50,True,True,False,1,svd,0.625
50,True,True,False,1,lsqr,0.625
50,True,True,False,1,sparse_cg,0.625
50,True,True,False,10,cholesky,0.625
50,True,True,False,10,svd,0.625
50,True,True,False,10,lsqr,0.625
50,True,True,False,10,sparse_cg,0.625
50,False,False,False,1,lsqr,0.625
50,False,False,False,1,sparse_cg,0.625
50,False,True,False,1,lsqr,0.625
50,False,True,False,1,sparse_cg,0.625
