C,kernel,degree,gamma,coef0,shrinking,probability,tol,max_iter,decision_function_shape,accuracy
10,poly,2,auto,1.0,True,False,0.001,-1,ovo,0.814606741573033
1.0,rbf,3,auto,0.0,True,False,0.001,-1,ovr,0.8132022471910111
1.0,rbf,2,auto,0.0,True,False,0.001,-1,ovr,0.8132022471910111
1.0,rbf,1,auto,0.0,True,False,0.001,-1,ovr,0.8132022471910111
1.0,rbf,3,auto,0.0,True,False,0.001,-1,ovo,0.8132022471910111
1.0,rbf,2,auto,0.0,True,False,0.001,-1,ovo,0.8132022471910111
1.0,rbf,1,auto,0.0,True,False,0.001,-1,ovo,0.8132022471910111
1.0,rbf,3,auto,1.0,True,False,0.001,-1,ovr,0.8132022471910111
1.0,rbf,2,auto,1.0,True,False,0.001,-1,ovr,0.8132022471910111
1.0,rbf,1,auto,1.0,True,False,0.001,-1,ovr,0.8132022471910111
1.0,rbf,3,auto,1.0,True,False,0.001,-1,ovo,0.8132022471910111
1.0,rbf,2,auto,1.0,True,False,0.001,-1,ovo,0.8132022471910111
1.0,rbf,1,auto,1.0,True,False,0.001,-1,ovo,0.8132022471910111
1.0,rbf,3,auto,0.1,True,False,0.001,-1,ovr,0.8132022471910111
1.0,rbf,2,auto,0.1,True,False,0.001,-1,ovr,0.8132022471910111
1.0,rbf,1,auto,0.1,True,False,0.001,-1,ovr,0.8132022471910111
1.0,rbf,3,auto,0.1,True,False,0.001,-1,ovo,0.8132022471910111
1.0,rbf,2,auto,0.1,True,False,0.001,-1,ovo,0.8132022471910111
1.0,rbf,1,auto,0.1,True,False,0.001,-1,ovo,0.8132022471910111
5.0,poly,2,scale,0.1,True,False,0.001,-1,ovr,0.8132022471910111
5.0,poly,2,scale,0.1,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,3,auto,0.0,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,3,scale,0.0,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,2,auto,0.0,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,2,scale,0.0,True,False,0.001,-1,ovr,0.8132022471910111
10,poly,2,scale,0.0,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,1,auto,0.0,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,1,scale,0.0,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,3,auto,0.0,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,3,scale,0.0,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,2,auto,0.0,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,2,scale,0.0,True,False,0.001,-1,ovo,0.8132022471910111
10,poly,2,scale,0.0,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,1,auto,0.0,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,1,scale,0.0,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,3,auto,1.0,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,3,scale,1.0,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,2,auto,1.0,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,2,scale,1.0,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,1,auto,1.0,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,1,scale,1.0,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,3,auto,1.0,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,3,scale,1.0,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,2,auto,1.0,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,2,scale,1.0,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,1,auto,1.0,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,1,scale,1.0,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,3,auto,0.1,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,3,scale,0.1,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,2,auto,0.1,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,2,scale,0.1,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,1,auto,0.1,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,1,scale,0.1,True,False,0.001,-1,ovr,0.8132022471910111
10,rbf,3,auto,0.1,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,3,scale,0.1,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,2,auto,0.1,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,2,scale,0.1,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,1,auto,0.1,True,False,0.001,-1,ovo,0.8132022471910111
10,rbf,1,scale,0.1,True,False,0.001,-1,ovo,0.8132022471910111
1.0,poly,3,auto,1.0,True,False,0.001,-1,ovr,0.811797752808988
1.0,poly,3,auto,1.0,True,False,0.001,-1,ovo,0.811797752808988
5.0,poly,2,auto,0.1,True,False,0.001,-1,ovr,0.811797752808988
5.0,poly,2,auto,0.1,True,False,0.001,-1,ovo,0.811797752808988
0.1,poly,2,scale,1.0,True,False,0.001,-1,ovr,0.811797752808988
0.1,poly,2,scale,1.0,True,False,0.001,-1,ovo,0.811797752808988
10,poly,2,auto,0.1,True,False,0.001,-1,ovr,0.811797752808988
10,poly,2,auto,0.1,True,False,0.001,-1,ovo,0.811797752808988
1.0,rbf,3,scale,0.0,True,False,0.001,-1,ovr,0.8103932584269661
1.0,rbf,2,scale,0.0,True,False,0.001,-1,ovr,0.8103932584269661
1.0,rbf,1,scale,0.0,True,False,0.001,-1,ovr,0.8103932584269661
1.0,rbf,3,scale,0.0,True,False,0.001,-1,ovo,0.8103932584269661
1.0,rbf,2,scale,0.0,True,False,0.001,-1,ovo,0.8103932584269661
1.0,rbf,1,scale,0.0,True,False,0.001,-1,ovo,0.8103932584269661
1.0,rbf,3,scale,1.0,True,False,0.001,-1,ovr,0.8103932584269661
1.0,poly,3,scale,1.0,True,False,0.001,-1,ovr,0.8103932584269661
1.0,rbf,2,scale,1.0,True,False,0.001,-1,ovr,0.8103932584269661
1.0,rbf,1,scale,1.0,True,False,0.001,-1,ovr,0.8103932584269661
1.0,rbf,3,scale,1.0,True,False,0.001,-1,ovo,0.8103932584269661
1.0,poly,3,scale,1.0,True,False,0.001,-1,ovo,0.8103932584269661
1.0,rbf,2,scale,1.0,True,False,0.001,-1,ovo,0.8103932584269661
1.0,rbf,1,scale,1.0,True,False,0.001,-1,ovo,0.8103932584269661
1.0,rbf,3,scale,0.1,True,False,0.001,-1,ovr,0.8103932584269661
1.0,rbf,2,scale,0.1,True,False,0.001,-1,ovr,0.8103932584269661
1.0,rbf,1,scale,0.1,True,False,0.001,-1,ovr,0.8103932584269661
1.0,rbf,3,scale,0.1,True,False,0.001,-1,ovo,0.8103932584269661
1.0,rbf,2,scale,0.1,True,False,0.001,-1,ovo,0.8103932584269661
1.0,rbf,1,scale,0.1,True,False,0.001,-1,ovo,0.8103932584269661
5.0,rbf,3,auto,0.0,True,False,0.001,-1,ovr,0.8103932584269661
5.0,rbf,2,auto,0.0,True,False,0.001,-1,ovr,0.8103932584269661
5.0,rbf,1,auto,0.0,True,False,0.001,-1,ovr,0.8103932584269661
5.0,rbf,3,auto,0.0,True,False,0.001,-1,ovo,0.8103932584269661
5.0,rbf,2,auto,0.0,True,False,0.001,-1,ovo,0.8103932584269661
5.0,rbf,1,auto,0.0,True,False,0.001,-1,ovo,0.8103932584269661
5.0,rbf,3,auto,1.0,True,False,0.001,-1,ovr,0.8103932584269661
5.0,rbf,2,auto,1.0,True,False,0.001,-1,ovr,0.8103932584269661
5.0,rbf,1,auto,1.0,True,False,0.001,-1,ovr,0.8103932584269661
5.0,rbf,3,auto,1.0,True,False,0.001,-1,ovo,0.8103932584269661
5.0,rbf,2,auto,1.0,True,False,0.001,-1,ovo,0.8103932584269661
5.0,rbf,1,auto,1.0,True,False,0.001,-1,ovo,0.8103932584269661
5.0,rbf,3,auto,0.1,True,False,0.001,-1,ovr,0.8103932584269661
5.0,rbf,2,auto,0.1,True,False,0.001,-1,ovr,0.8103932584269661
5.0,rbf,1,auto,0.1,True,False,0.001,-1,ovr,0.8103932584269661
5.0,rbf,3,auto,0.1,True,False,0.001,-1,ovo,0.8103932584269661
5.0,rbf,2,auto,0.1,True,False,0.001,-1,ovo,0.8103932584269661
5.0,rbf,1,auto,0.1,True,False,0.001,-1,ovo,0.8103932584269661
0.1,poly,2,auto,1.0,True,False,0.001,-1,ovr,0.808988764044943
0.1,poly,2,auto,1.0,True,False,0.001,-1,ovo,0.808988764044943
5.0,rbf,3,scale,0.0,True,False,0.001,-1,ovr,0.8075842696629211
5.0,rbf,2,scale,0.0,True,False,0.001,-1,ovr,0.8075842696629211
5.0,rbf,1,scale,0.0,True,False,0.001,-1,ovr,0.8075842696629211
5.0,rbf,3,scale,0.0,True,False,0.001,-1,ovo,0.8075842696629211
5.0,rbf,2,scale,0.0,True,False,0.001,-1,ovo,0.8075842696629211
5.0,rbf,1,scale,0.0,True,False,0.001,-1,ovo,0.8075842696629211
5.0,rbf,3,scale,1.0,True,False,0.001,-1,ovr,0.8075842696629211
5.0,rbf,2,scale,1.0,True,False,0.001,-1,ovr,0.8075842696629211
5.0,rbf,1,scale,1.0,True,False,0.001,-1,ovr,0.8075842696629211
5.0,rbf,3,scale,1.0,True,False,0.001,-1,ovo,0.8075842696629211
5.0,rbf,2,scale,1.0,True,False,0.001,-1,ovo,0.8075842696629211
5.0,rbf,1,scale,1.0,True,False,0.001,-1,ovo,0.8075842696629211
5.0,rbf,3,scale,0.1,True,False,0.001,-1,ovr,0.8075842696629211
5.0,rbf,2,scale,0.1,True,False,0.001,-1,ovr,0.8075842696629211
5.0,rbf,1,scale,0.1,True,False,0.001,-1,ovr,0.8075842696629211
5.0,rbf,3,scale,0.1,True,False,0.001,-1,ovo,0.8075842696629211
5.0,rbf,2,scale,0.1,True,False,0.001,-1,ovo,0.8075842696629211
5.0,rbf,1,scale,0.1,True,False,0.001,-1,ovo,0.8075842696629211
10,poly,2,scale,0.1,True,False,0.001,-1,ovr,0.8075842696629211
10,poly,2,scale,0.1,True,False,0.001,-1,ovo,0.8075842696629211
5.0,poly,3,scale,1.0,True,False,0.001,-1,ovr,0.8047752808988761
5.0,poly,3,scale,1.0,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,3,auto,0.0,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,3,scale,0.0,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,2,auto,0.0,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,2,scale,0.0,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,1,auto,0.0,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,1,scale,0.0,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,3,auto,0.0,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,3,scale,0.0,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,2,auto,0.0,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,2,scale,0.0,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,1,auto,0.0,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,1,scale,0.0,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,3,auto,1.0,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,3,scale,1.0,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,2,auto,1.0,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,2,scale,1.0,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,1,auto,1.0,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,1,scale,1.0,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,3,auto,1.0,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,3,scale,1.0,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,2,auto,1.0,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,2,scale,1.0,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,1,auto,1.0,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,1,scale,1.0,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,3,auto,0.1,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,3,scale,0.1,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,2,auto,0.1,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,2,scale,0.1,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,1,auto,0.1,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,1,scale,0.1,True,False,0.001,-1,ovr,0.8047752808988761
0.1,linear,3,auto,0.1,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,3,scale,0.1,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,2,auto,0.1,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,2,scale,0.1,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,1,auto,0.1,True,False,0.001,-1,ovo,0.8047752808988761
0.1,linear,1,scale,0.1,True,False,0.001,-1,ovo,0.8047752808988761
5.0,poly,2,scale,0.0,True,False,0.001,-1,ovr,0.803370786516853
5.0,poly,2,scale,0.0,True,False,0.001,-1,ovo,0.803370786516853
1.0,poly,1,auto,0.1,True,False,0.001,-1,ovr,0.8019662921348311
1.0,poly,1,auto,0.1,True,False,0.001,-1,ovo,0.8019662921348311
1.0,poly,1,auto,0.0,True,False,0.001,-1,ovr,0.8005617977528091
1.0,poly,1,scale,0.0,True,False,0.001,-1,ovr,0.8005617977528091
1.0,poly,1,auto,0.0,True,False,0.001,-1,ovo,0.8005617977528091
1.0,poly,1,scale,0.0,True,False,0.001,-1,ovo,0.8005617977528091
1.0,poly,1,auto,1.0,True,False,0.001,-1,ovr,0.8005617977528091
1.0,poly,1,scale,1.0,True,False,0.001,-1,ovr,0.8005617977528091
1.0,poly,1,auto,1.0,True,False,0.001,-1,ovo,0.8005617977528091
1.0,poly,1,scale,1.0,True,False,0.001,-1,ovo,0.8005617977528091
1.0,poly,1,scale,0.1,True,False,0.001,-1,ovr,0.8005617977528091
1.0,poly,1,scale,0.1,True,False,0.001,-1,ovo,0.8005617977528091
5.0,poly,3,auto,1.0,True,False,0.001,-1,ovr,0.799157303370786
5.0,poly,3,auto,1.0,True,False,0.001,-1,ovo,0.799157303370786
5.0,poly,2,auto,0.0,True,False,0.001,-1,ovr,0.7977528089887641
5.0,poly,1,auto,0.0,True,False,0.001,-1,ovr,0.7977528089887641
5.0,poly,2,auto,0.0,True,False,0.001,-1,ovo,0.7977528089887641
5.0,poly,1,auto,0.0,True,False,0.001,-1,ovo,0.7977528089887641
5.0,poly,1,auto,1.0,True,False,0.001,-1,ovr,0.7977528089887641
5.0,poly,1,auto,1.0,True,False,0.001,-1,ovo,0.7977528089887641
5.0,poly,1,auto,0.1,True,False,0.001,-1,ovr,0.7977528089887641
5.0,poly,1,auto,0.1,True,False,0.001,-1,ovo,0.7977528089887641
10,poly,1,auto,0.0,True,False,0.001,-1,ovr,0.7977528089887641
10,poly,1,scale,0.0,True,False,0.001,-1,ovr,0.7977528089887641
10,poly,1,auto,0.0,True,False,0.001,-1,ovo,0.7977528089887641
10,poly,1,scale,0.0,True,False,0.001,-1,ovo,0.7977528089887641
10,poly,1,auto,1.0,True,False,0.001,-1,ovr,0.7977528089887641
10,poly,1,scale,1.0,True,False,0.001,-1,ovr,0.7977528089887641
10,poly,1,auto,1.0,True,False,0.001,-1,ovo,0.7977528089887641
10,poly,1,scale,1.0,True,False,0.001,-1,ovo,0.7977528089887641
10,poly,1,auto,0.1,True,False,0.001,-1,ovr,0.7977528089887641
10,poly,1,scale,0.1,True,False,0.001,-1,ovr,0.7977528089887641
10,poly,1,auto,0.1,True,False,0.001,-1,ovo,0.7977528089887641
10,poly,1,scale,0.1,True,False,0.001,-1,ovo,0.7977528089887641
1.0,linear,3,auto,0.0,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,3,scale,0.0,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,2,auto,0.0,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,2,scale,0.0,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,1,auto,0.0,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,1,scale,0.0,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,3,auto,0.0,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,3,scale,0.0,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,2,auto,0.0,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,2,scale,0.0,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,1,auto,0.0,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,1,scale,0.0,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,3,auto,1.0,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,3,scale,1.0,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,2,auto,1.0,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,2,scale,1.0,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,1,auto,1.0,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,1,scale,1.0,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,3,auto,1.0,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,3,scale,1.0,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,2,auto,1.0,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,2,scale,1.0,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,1,auto,1.0,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,1,scale,1.0,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,3,auto,0.1,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,3,scale,0.1,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,2,auto,0.1,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,2,scale,0.1,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,1,auto,0.1,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,1,scale,0.1,True,False,0.001,-1,ovr,0.796348314606741
1.0,linear,3,auto,0.1,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,3,scale,0.1,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,2,auto,0.1,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,2,scale,0.1,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,1,auto,0.1,True,False,0.001,-1,ovo,0.796348314606741
1.0,linear,1,scale,0.1,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,3,auto,0.0,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,3,scale,0.0,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,2,auto,0.0,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,2,scale,0.0,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,1,auto,0.0,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,1,scale,0.0,True,False,0.001,-1,ovr,0.796348314606741
5.0,poly,1,scale,0.0,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,3,auto,0.0,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,3,scale,0.0,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,2,auto,0.0,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,2,scale,0.0,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,1,auto,0.0,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,1,scale,0.0,True,False,0.001,-1,ovo,0.796348314606741
5.0,poly,1,scale,0.0,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,3,auto,1.0,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,3,scale,1.0,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,2,auto,1.0,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,2,scale,1.0,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,1,auto,1.0,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,1,scale,1.0,True,False,0.001,-1,ovr,0.796348314606741
5.0,poly,1,scale,1.0,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,3,auto,1.0,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,3,scale,1.0,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,2,auto,1.0,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,2,scale,1.0,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,1,auto,1.0,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,1,scale,1.0,True,False,0.001,-1,ovo,0.796348314606741
5.0,poly,1,scale,1.0,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,3,auto,0.1,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,3,scale,0.1,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,2,auto,0.1,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,2,scale,0.1,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,1,auto,0.1,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,1,scale,0.1,True,False,0.001,-1,ovr,0.796348314606741
5.0,poly,1,scale,0.1,True,False,0.001,-1,ovr,0.796348314606741
5.0,linear,3,auto,0.1,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,3,scale,0.1,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,2,auto,0.1,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,2,scale,0.1,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,1,auto,0.1,True,False,0.001,-1,ovo,0.796348314606741
5.0,linear,1,scale,0.1,True,False,0.001,-1,ovo,0.796348314606741
5.0,poly,1,scale,0.1,True,False,0.001,-1,ovo,0.796348314606741
10,linear,3,auto,0.0,True,False,0.001,-1,ovr,0.796348314606741
10,linear,3,scale,0.0,True,False,0.001,-1,ovr,0.796348314606741
10,linear,2,auto,0.0,True,False,0.001,-1,ovr,0.796348314606741
10,linear,2,scale,0.0,True,False,0.001,-1,ovr,0.796348314606741
10,linear,1,auto,0.0,True,False,0.001,-1,ovr,0.796348314606741
10,linear,1,scale,0.0,True,False,0.001,-1,ovr,0.796348314606741
10,linear,3,auto,0.0,True,False,0.001,-1,ovo,0.796348314606741
10,linear,3,scale,0.0,True,False,0.001,-1,ovo,0.796348314606741
10,linear,2,auto,0.0,True,False,0.001,-1,ovo,0.796348314606741
10,linear,2,scale,0.0,True,False,0.001,-1,ovo,0.796348314606741
10,linear,1,auto,0.0,True,False,0.001,-1,ovo,0.796348314606741
10,linear,1,scale,0.0,True,False,0.001,-1,ovo,0.796348314606741
10,linear,3,auto,1.0,True,False,0.001,-1,ovr,0.796348314606741
10,linear,3,scale,1.0,True,False,0.001,-1,ovr,0.796348314606741
10,linear,2,auto,1.0,True,False,0.001,-1,ovr,0.796348314606741
10,linear,2,scale,1.0,True,False,0.001,-1,ovr,0.796348314606741
10,linear,1,auto,1.0,True,False,0.001,-1,ovr,0.796348314606741
10,linear,1,scale,1.0,True,False,0.001,-1,ovr,0.796348314606741
10,linear,3,auto,1.0,True,False,0.001,-1,ovo,0.796348314606741
10,linear,3,scale,1.0,True,False,0.001,-1,ovo,0.796348314606741
10,linear,2,auto,1.0,True,False,0.001,-1,ovo,0.796348314606741
10,linear,2,scale,1.0,True,False,0.001,-1,ovo,0.796348314606741
10,linear,1,auto,1.0,True,False,0.001,-1,ovo,0.796348314606741
10,linear,1,scale,1.0,True,False,0.001,-1,ovo,0.796348314606741
10,linear,3,auto,0.1,True,False,0.001,-1,ovr,0.796348314606741
10,linear,3,scale,0.1,True,False,0.001,-1,ovr,0.796348314606741
10,linear,2,auto,0.1,True,False,0.001,-1,ovr,0.796348314606741
10,linear,2,scale,0.1,True,False,0.001,-1,ovr,0.796348314606741
10,linear,1,auto,0.1,True,False,0.001,-1,ovr,0.796348314606741
10,linear,1,scale,0.1,True,False,0.001,-1,ovr,0.796348314606741
10,linear,3,auto,0.1,True,False,0.001,-1,ovo,0.796348314606741
10,linear,3,scale,0.1,True,False,0.001,-1,ovo,0.796348314606741
10,linear,2,auto,0.1,True,False,0.001,-1,ovo,0.796348314606741
10,linear,2,scale,0.1,True,False,0.001,-1,ovo,0.796348314606741
10,linear,1,auto,0.1,True,False,0.001,-1,ovo,0.796348314606741
10,linear,1,scale,0.1,True,False,0.001,-1,ovo,0.796348314606741
10,poly,3,auto,0.0,True,False,0.001,-1,ovr,0.7949438202247191
10,poly,3,auto,0.0,True,False,0.001,-1,ovo,0.7949438202247191
10,poly,3,scale,0.1,True,False,0.001,-1,ovr,0.7949438202247191
10,poly,3,scale,0.1,True,False,0.001,-1,ovo,0.7949438202247191
10,poly,3,auto,1.0,True,False,0.001,-1,ovr,0.793539325842696
10,poly,3,auto,1.0,True,False,0.001,-1,ovo,0.793539325842696
5.0,poly,3,auto,0.1,True,False,0.001,-1,ovr,0.7921348314606741
5.0,poly,3,auto,0.1,True,False,0.001,-1,ovo,0.7921348314606741
10,poly,3,scale,1.0,True,False,0.001,-1,ovr,0.7921348314606741
10,poly,3,scale,1.0,True,False,0.001,-1,ovo,0.7921348314606741
10,poly,3,auto,0.1,True,False,0.001,-1,ovr,0.7921348314606741
10,poly,3,auto,0.1,True,False,0.001,-1,ovo,0.7921348314606741
5.0,poly,3,scale,0.1,True,False,0.001,-1,ovr,0.7893258426966291
5.0,poly,3,scale,0.1,True,False,0.001,-1,ovo,0.7893258426966291
