n_estimators,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,bootstrap,oob_score,accuracy
14,13,25,0.01,0.01,auto,,0.0,True,False,0.8132022471910111
1,14,27,1,0.0001,log2,10,0.0,False,False,0.8132022471910111
12,10,10,2,0.0001,auto,10,0.001,False,False,0.8132022471910111
2,13,15,2,0.0,auto,5,0.0,False,False,0.8132022471910111
13,10,14,2,0.01,log2,10,0.001,False,False,0.8132022471910111
3,15,22,3,0.01,log2,,0.001,True,False,0.8132022471910111
13,16,26,1,0.01,,,0.0,True,False,0.8132022471910111
13,10,15,0.01,0.0,auto,,0.001,True,False,0.8132022471910111
14,14,13,3,0.01,,5,0.001,True,False,0.8132022471910111
1,12,28,3,0.0001,auto,10,0.01,False,False,0.811797752808988
13,12,30,1,0.0001,sqrt,,0.0,True,False,0.811797752808988
5,10,13,1,0.0,auto,10,0.0,False,False,0.811797752808988
16,5,26,0.03,0.0001,sqrt,10,0.001,False,False,0.811797752808988
5,15,15,4,0.0001,,5,0.01,True,False,0.811797752808988
10,14,10,1,0.0001,log2,10,0.001,False,False,0.811797752808988
13,12,23,4,0.01,log2,10,0.0,False,False,0.811797752808988
12,11,26,0.03,0.01,sqrt,,0.0,False,False,0.811797752808988
13,14,24,0.001,0.0001,sqrt,10,0.0,False,False,0.811797752808988
16,12,14,0.02,0.01,sqrt,10,0.0,False,False,0.811797752808988
4,4,26,4,0.0001,,,0.0,True,False,0.811797752808988
16,5,29,1,0.01,,5,0.01,True,False,0.811797752808988
1,4,23,3,0.0,log2,,0.01,False,False,0.811797752808988
3,14,22,1,0.01,sqrt,10,0.001,True,False,0.811797752808988
14,4,11,2,0.01,auto,,0.0,False,False,0.811797752808988
11,11,27,4,0.0001,,5,0.0,True,False,0.811797752808988
13,16,27,0.001,0.0,log2,10,0.0,False,False,0.811797752808988
2,15,30,0.01,0.0,auto,,0.001,False,False,0.811797752808988
15,16,29,0.02,0.0001,auto,10,0.0,False,False,0.811797752808988
3,3,23,0.02,0.0,auto,10,0.0,False,False,0.811797752808988
13,15,25,0.001,0.01,,10,0.0,True,False,0.811797752808988
15,13,27,0.001,0.0,,5,0.01,True,False,0.811797752808988
16,12,13,3,0.0001,log2,10,0.0,True,False,0.811797752808988
4,14,14,3,0.0001,sqrt,10,0.001,False,False,0.811797752808988
16,10,15,0.01,0.0,auto,10,0.0,True,False,0.811797752808988
12,3,25,0.001,0.0,,,0.01,True,False,0.811797752808988
14,12,29,0.001,0.0,,,0.001,True,False,0.811797752808988
11,4,29,0.03,0.0001,sqrt,,0.0,True,False,0.8103932584269661
15,11,10,0.01,0.0,,5,0.0,True,False,0.8103932584269661
1,12,21,0.001,0.01,auto,,0.01,False,False,0.8103932584269661
1,13,12,0.01,0.0001,log2,,0.01,False,False,0.8103932584269661
1,15,28,0.01,0.0001,auto,,0.01,False,False,0.8103932584269661
15,11,24,0.01,0.0001,,10,0.01,True,False,0.8103932584269661
16,3,25,2,0.0,log2,10,0.001,False,False,0.8103932584269661
11,5,22,0.001,0.0001,,5,0.001,True,False,0.8103932584269661
4,3,26,0.02,0.01,sqrt,10,0.0,False,False,0.8103932584269661
10,13,15,0.001,0.0,,,0.01,True,False,0.8103932584269661
15,3,14,4,0.0,,5,0.001,True,False,0.8103932584269661
3,5,22,3,0.01,sqrt,5,0.0,False,False,0.8103932584269661
5,13,21,0.04,0.0001,,5,0.001,True,False,0.8103932584269661
14,12,29,0.02,0.01,sqrt,10,0.0,True,False,0.8103932584269661
3,15,14,4,0.01,sqrt,5,0.001,False,False,0.8103932584269661
4,14,10,0.03,0.01,sqrt,,0.001,False,False,0.8103932584269661
11,15,14,0.03,0.01,sqrt,,0.001,False,False,0.8103932584269661
5,12,15,0.04,0.0,,5,0.001,True,False,0.8103932584269661
1,12,14,1,0.0,log2,,0.01,False,False,0.8103932584269661
5,10,11,2,0.0001,,5,0.001,True,False,0.8103932584269661
14,3,29,0.01,0.01,log2,5,0.0,False,False,0.8103932584269661
10,3,30,2,0.01,,5,0.01,True,False,0.8103932584269661
1,5,23,2,0.0,sqrt,,0.01,False,False,0.8103932584269661
16,13,15,0.001,0.0001,log2,10,0.0,True,False,0.8103932584269661
1,11,24,2,0.0,auto,,0.01,False,False,0.8103932584269661
2,5,14,2,0.0001,sqrt,,0.001,False,False,0.8103932584269661
13,16,13,1,0.0001,log2,10,0.001,False,False,0.8103932584269661
13,13,28,4,0.01,log2,10,0.0,False,False,0.8103932584269661
12,4,22,3,0.0,,,0.001,True,False,0.8103932584269661
3,16,11,4,0.01,auto,5,0.0,False,False,0.8103932584269661
12,4,30,1,0.01,,,0.0,True,False,0.8103932584269661
11,15,15,1,0.0,,,0.01,True,False,0.8103932584269661
1,13,30,2,0.0001,sqrt,5,0.001,False,False,0.8103932584269661
5,5,23,0.04,0.0001,,5,0.0,True,False,0.8103932584269661
14,11,10,1,0.0001,auto,10,0.001,True,False,0.8103932584269661
14,10,22,2,0.01,,,0.001,True,False,0.8103932584269661
3,13,13,0.01,0.01,auto,5,0.0,False,False,0.8103932584269661
14,14,15,0.001,0.01,,,0.01,True,False,0.8103932584269661
2,14,30,0.02,0.0001,sqrt,,0.001,False,False,0.8103932584269661
3,10,26,3,0.01,log2,5,0.0,False,False,0.8103932584269661
11,15,27,4,0.0001,auto,10,0.001,False,False,0.8103932584269661
12,5,20,0.01,0.01,auto,10,0.0,False,False,0.8103932584269661
15,15,30,0.01,0.0001,,,0.01,True,False,0.8103932584269661
11,11,26,0.03,0.01,,5,0.0,True,False,0.808988764044943
5,15,20,0.01,0.01,,5,0.01,True,False,0.808988764044943
12,15,28,0.001,0.01,,10,0.0,True,False,0.808988764044943
16,16,22,2,0.0,,5,0.001,True,False,0.808988764044943
10,4,20,0.03,0.0,auto,,0.0,True,False,0.808988764044943
12,4,21,0.03,0.0,log2,10,0.0,False,False,0.808988764044943
10,3,24,0.01,0.01,,,0.001,True,False,0.808988764044943
2,11,24,0.01,0.0,,10,0.0,True,False,0.808988764044943
10,10,21,3,0.01,,5,0.01,True,False,0.808988764044943
3,4,10,4,0.0001,auto,5,0.001,False,False,0.808988764044943
15,16,23,0.03,0.0,sqrt,,0.0,False,False,0.808988764044943
1,3,25,1,0.0,sqrt,,0.01,False,False,0.808988764044943
15,10,28,3,0.0,sqrt,5,0.0,False,False,0.808988764044943
14,3,29,3,0.0,,5,0.01,True,False,0.808988764044943
3,10,26,0.001,0.0001,,,0.001,True,False,0.808988764044943
16,5,13,0.01,0.0001,auto,10,0.0,True,False,0.808988764044943
10,15,14,4,0.0,,10,0.01,True,False,0.808988764044943
15,3,30,4,0.0,,,0.0,True,False,0.808988764044943
14,3,27,0.01,0.0,,,0.001,True,False,0.808988764044943
2,13,28,0.02,0.0,auto,,0.0,False,False,0.808988764044943
13,3,27,0.001,0.01,sqrt,10,0.0,False,False,0.808988764044943
15,4,10,0.001,0.01,auto,10,0.0,False,False,0.808988764044943
2,5,26,0.001,0.0001,log2,10,0.0,False,False,0.808988764044943
11,10,25,0.01,0.0001,,5,0.001,True,False,0.808988764044943
12,13,10,0.03,0.0,log2,10,0.001,False,False,0.808988764044943
11,5,21,0.03,0.01,,,0.01,True,False,0.808988764044943
14,4,21,1,0.0001,,,0.0,True,False,0.808988764044943
1,16,26,3,0.0,log2,5,0.01,False,False,0.808988764044943
2,10,11,0.001,0.01,auto,10,0.001,False,False,0.808988764044943
10,3,11,0.001,0.01,,10,0.0,True,False,0.808988764044943
5,11,25,1,0.0001,sqrt,10,0.001,False,False,0.808988764044943
2,4,21,0.01,0.0001,sqrt,,0.0,True,False,0.8075842696629211
13,11,15,0.001,0.01,auto,10,0.001,True,False,0.8075842696629211
14,16,29,0.02,0.01,auto,,0.001,True,False,0.8075842696629211
16,14,27,0.001,0.0001,log2,5,0.0,False,False,0.8075842696629211
13,5,11,0.01,0.0,,10,0.001,True,False,0.8075842696629211
1,2,21,0.02,0.0001,sqrt,10,0.01,False,False,0.8075842696629211
2,5,30,4,0.01,sqrt,,0.0,False,False,0.8075842696629211
12,5,11,1,0.01,sqrt,10,0.0,True,False,0.8075842696629211
16,15,30,0.01,0.01,auto,5,0.0,False,False,0.8075842696629211
3,10,27,2,0.0,auto,10,0.001,False,False,0.8075842696629211
10,15,24,3,0.0,,,0.01,True,False,0.8075842696629211
13,12,27,0.01,0.0001,,10,0.0,True,False,0.8075842696629211
5,11,11,1,0.01,sqrt,10,0.001,True,False,0.8075842696629211
16,10,25,0.02,0.0001,auto,5,0.01,False,False,0.8075842696629211
5,14,13,0.04,0.01,,,0.0,True,False,0.8075842696629211
11,15,12,0.01,0.0001,,5,0.01,True,False,0.8075842696629211
1,2,13,0.02,0.0001,auto,10,0.0,False,False,0.8075842696629211
13,12,29,1,0.01,sqrt,5,0.001,False,False,0.8075842696629211
1,16,14,0.01,0.0,auto,10,0.01,False,False,0.8075842696629211
13,15,27,0.02,0.0,log2,10,0.001,False,False,0.8075842696629211
4,13,12,4,0.0,log2,,0.001,True,False,0.8075842696629211
5,5,27,0.01,0.01,auto,,0.001,False,False,0.8075842696629211
14,14,21,2,0.0,,10,0.0,True,False,0.8075842696629211
15,3,12,3,0.0,,,0.0,True,False,0.8075842696629211
2,10,14,3,0.0,,5,0.01,True,False,0.8075842696629211
3,12,27,3,0.0,sqrt,10,0.0,False,False,0.8075842696629211
13,14,29,0.01,0.0001,log2,5,0.001,False,False,0.8075842696629211
12,16,14,0.02,0.01,,5,0.01,True,False,0.8075842696629211
1,3,27,0.04,0.0,log2,10,0.01,False,False,0.8075842696629211
3,3,15,0.04,0.0001,,5,0.001,True,False,0.8075842696629211
16,5,20,0.01,0.0,,10,0.01,True,False,0.8075842696629211
11,11,26,0.001,0.0001,auto,10,0.0,False,False,0.8075842696629211
1,2,25,1,0.01,log2,10,0.01,False,False,0.8075842696629211
15,5,23,0.02,0.01,,10,0.001,True,False,0.8075842696629211
1,12,13,0.001,0.01,auto,5,0.01,False,False,0.8075842696629211
12,14,11,0.02,0.0,,5,0.001,True,False,0.8075842696629211
13,16,11,4,0.0,log2,10,0.0,True,False,0.8075842696629211
1,4,23,0.01,0.0001,auto,10,0.01,False,False,0.8075842696629211
13,5,30,1,0.01,sqrt,5,0.001,False,False,0.8075842696629211
10,12,15,0.01,0.0,auto,,0.001,True,False,0.8075842696629211
5,10,10,0.04,0.0,,,0.0,True,False,0.8075842696629211
15,3,10,4,0.01,,10,0.01,True,False,0.8075842696629211
1,5,10,4,0.01,log2,10,0.01,False,False,0.8075842696629211
11,11,15,1,0.01,log2,10,0.001,False,False,0.8075842696629211
13,15,30,1,0.0001,log2,10,0.001,False,False,0.8075842696629211
15,15,28,0.03,0.0001,log2,5,0.01,False,False,0.806179775280898
1,11,28,4,0.0,log2,5,0.0,False,False,0.806179775280898
3,14,24,0.01,0.01,sqrt,5,0.0,True,False,0.806179775280898
14,4,27,3,0.01,auto,5,0.0,False,False,0.806179775280898
12,4,25,0.03,0.0001,,10,0.01,True,False,0.806179775280898
13,13,20,0.01,0.0001,,,0.01,True,False,0.806179775280898
11,13,21,0.01,0.01,log2,10,0.0,True,False,0.806179775280898
10,14,15,0.03,0.0001,sqrt,10,0.001,False,False,0.806179775280898
2,15,29,0.02,0.0001,auto,10,0.001,False,False,0.806179775280898
12,14,11,4,0.01,,10,0.01,True,False,0.806179775280898
11,13,26,0.03,0.0,log2,,0.001,True,False,0.806179775280898
16,12,15,0.03,0.01,sqrt,5,0.001,False,False,0.806179775280898
16,12,10,4,0.0,auto,5,0.0,False,False,0.806179775280898
4,15,22,3,0.01,,5,0.01,True,False,0.806179775280898
14,11,11,3,0.0001,,10,0.0,True,False,0.806179775280898
14,13,27,0.001,0.01,auto,5,0.0,False,False,0.806179775280898
1,11,14,3,0.01,log2,10,0.0,False,False,0.806179775280898
4,11,13,3,0.01,,5,0.0,True,False,0.806179775280898
3,2,25,0.02,0.0,sqrt,5,0.001,False,False,0.806179775280898
13,13,24,1,0.0001,,,0.001,True,False,0.806179775280898
11,5,25,2,0.0001,auto,10,0.001,False,False,0.806179775280898
16,10,22,0.01,0.0001,auto,10,0.0,False,False,0.806179775280898
5,2,22,0.02,0.01,log2,5,0.0,False,False,0.806179775280898
13,13,24,3,0.01,auto,10,0.001,False,False,0.806179775280898
1,11,14,3,0.01,auto,10,0.0,False,False,0.806179775280898
1,16,30,0.02,0.0001,auto,,0.001,False,False,0.806179775280898
16,15,28,0.02,0.0001,,,0.0,True,False,0.806179775280898
16,12,25,0.02,0.0,log2,10,0.01,False,False,0.806179775280898
11,10,14,0.02,0.0001,auto,10,0.01,True,False,0.806179775280898
11,12,21,0.01,0.0,log2,10,0.0,True,False,0.806179775280898
4,3,26,2,0.01,,5,0.0,True,False,0.806179775280898
16,14,26,0.02,0.01,auto,10,0.01,False,False,0.806179775280898
4,4,10,0.04,0.0,,10,0.001,True,False,0.806179775280898
11,13,11,0.02,0.0001,sqrt,5,0.01,True,False,0.806179775280898
4,12,11,3,0.0,log2,10,0.0,True,False,0.806179775280898
16,3,26,0.01,0.01,auto,5,0.0,False,False,0.806179775280898
15,12,22,1,0.0,auto,10,0.0,True,False,0.806179775280898
12,5,30,3,0.01,sqrt,5,0.001,False,False,0.806179775280898
13,4,22,4,0.0001,sqrt,10,0.001,False,False,0.806179775280898
5,2,11,0.02,0.01,sqrt,,0.001,False,False,0.806179775280898
13,2,26,1,0.0,,5,0.01,True,False,0.806179775280898
3,2,12,0.02,0.01,auto,5,0.0,False,False,0.806179775280898
12,2,13,4,0.0,,,0.001,True,False,0.806179775280898
1,16,14,4,0.01,auto,10,0.0,False,False,0.806179775280898
13,11,13,1,0.01,log2,10,0.0,True,False,0.8047752808988761
15,12,30,3,0.0,sqrt,10,0.01,False,False,0.8047752808988761
2,10,11,0.001,0.0001,log2,,0.0,False,False,0.8047752808988761
16,11,10,0.03,0.0,auto,,0.001,True,False,0.8047752808988761
5,5,30,2,0.0,log2,,0.001,True,False,0.8047752808988761
2,13,21,0.001,0.01,,10,0.01,True,False,0.8047752808988761
5,11,23,2,0.0,sqrt,10,0.001,False,False,0.8047752808988761
13,13,30,0.01,0.0001,sqrt,10,0.0,False,False,0.8047752808988761
13,4,10,1,0.01,log2,10,0.0,False,False,0.8047752808988761
12,5,13,4,0.0,log2,10,0.0,True,False,0.8047752808988761
10,12,25,0.04,0.01,,5,0.0,True,False,0.8047752808988761
5,13,27,0.001,0.0001,,5,0.001,True,False,0.8047752808988761
4,5,28,0.01,0.01,sqrt,10,0.0,False,False,0.8047752808988761
3,2,25,3,0.0,sqrt,10,0.001,False,False,0.8047752808988761
1,10,24,0.02,0.0001,log2,10,0.0,False,False,0.8047752808988761
14,11,11,0.02,0.01,,5,0.01,True,False,0.8047752808988761
2,4,14,3,0.01,log2,5,0.001,False,False,0.8047752808988761
1,11,23,0.02,0.0,sqrt,10,0.0,False,False,0.8047752808988761
11,11,30,0.01,0.0,auto,5,0.0,True,False,0.8047752808988761
3,2,23,1,0.0001,auto,,0.0,False,False,0.8047752808988761
10,15,29,3,0.01,,,0.01,True,False,0.8047752808988761
12,4,21,1,0.01,auto,10,0.001,True,False,0.8047752808988761
3,2,24,2,0.0,auto,10,0.0,False,False,0.8047752808988761
2,11,11,3,0.01,sqrt,5,0.001,False,False,0.8047752808988761
13,11,15,0.03,0.0001,sqrt,5,0.0,False,False,0.8047752808988761
3,2,23,3,0.01,log2,5,0.001,False,False,0.8047752808988761
14,15,21,0.001,0.0001,log2,10,0.0,True,False,0.8047752808988761
12,14,10,1,0.0001,sqrt,,0.001,True,False,0.8047752808988761
16,3,29,0.001,0.0,sqrt,10,0.0,False,False,0.8047752808988761
5,12,14,0.02,0.0,auto,10,0.0,False,False,0.8047752808988761
14,15,27,0.02,0.0,,5,0.001,True,False,0.8047752808988761
13,13,15,1,0.01,,10,0.001,True,False,0.8047752808988761
12,11,22,2,0.01,auto,10,0.001,True,False,0.8047752808988761
16,12,12,2,0.0001,log2,5,0.001,False,False,0.8047752808988761
1,15,28,1,0.0001,auto,10,0.001,False,False,0.8047752808988761
3,2,11,4,0.01,auto,5,0.001,False,False,0.8047752808988761
15,12,12,0.01,0.01,sqrt,,0.01,False,False,0.8047752808988761
3,2,11,4,0.01,log2,10,0.001,False,False,0.8047752808988761
10,13,14,0.02,0.0001,log2,,0.001,True,False,0.8047752808988761
3,2,10,3,0.0,log2,5,0.01,False,False,0.8047752808988761
3,2,12,3,0.01,sqrt,10,0.001,False,False,0.8047752808988761
1,16,10,0.02,0.0,sqrt,10,0.01,True,False,0.8047752808988761
3,13,28,3,0.0,auto,10,0.001,False,False,0.8047752808988761
4,3,23,0.02,0.0001,sqrt,,0.001,True,False,0.8047752808988761
2,10,24,1,0.01,log2,5,0.001,False,False,0.8047752808988761
15,12,13,0.03,0.0,log2,5,0.001,False,False,0.8047752808988761
2,14,13,1,0.01,sqrt,5,0.001,False,False,0.8047752808988761
10,10,22,0.03,0.01,auto,10,0.0,False,False,0.8047752808988761
2,3,22,0.02,0.01,auto,10,0.0,False,False,0.8047752808988761
2,13,12,0.001,0.0001,,,0.0,False,False,0.803370786516853
3,3,20,0.03,0.0001,log2,5,0.0,False,False,0.803370786516853
3,5,11,4,0.0,,,0.01,True,False,0.803370786516853
15,4,25,4,0.01,log2,5,0.01,False,False,0.803370786516853
16,16,10,0.01,0.0,log2,5,0.01,False,False,0.803370786516853
4,16,20,0.02,0.0001,log2,5,0.0,False,False,0.803370786516853
