n_estimators,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,bootstrap,oob_score,warm_start,accuracy
100,5,25,1,0.0,auto,,0.0,True,False,False,0.811797752808988
150,5,25,1,0.0,auto,,0.0,True,False,False,0.811797752808988
100,15,20,5,0.0,auto,,0.0,True,False,False,0.811797752808988
150,15,20,5,0.0,auto,,0.0,True,False,False,0.811797752808988
150,5,15,5,0.0,auto,,0.0,True,False,False,0.8103932584269661
100,5,25,10,0.0,auto,,0.0,True,False,False,0.8103932584269661
100,10,15,5,0.0,auto,,0.0,True,False,False,0.8103932584269661
50,10,25,10,0.0,auto,,0.0,True,False,False,0.8103932584269661
50,15,15,5,0.0,auto,,0.0,True,False,False,0.8103932584269661
50,15,25,10,0.0,auto,,0.0,True,False,False,0.8103932584269661
150,5,20,5,0.0,auto,,0.0,True,False,False,0.808988764044943
100,5,15,10,0.0,auto,,0.0,True,False,False,0.808988764044943
100,5,20,10,0.0,auto,,0.0,True,False,False,0.808988764044943
100,15,15,5,0.0,auto,,0.0,True,False,False,0.808988764044943
100,15,25,5,0.0,auto,,0.0,True,False,False,0.808988764044943
100,5,20,1,0.0,auto,,0.0,True,False,False,0.8075842696629211
50,5,15,10,0.0,auto,,0.0,True,False,False,0.8075842696629211
50,5,20,10,0.0,auto,,0.0,True,False,False,0.8075842696629211
50,10,20,5,0.0,auto,,0.0,True,False,False,0.8075842696629211
100,10,25,5,0.0,auto,,0.0,True,False,False,0.8075842696629211
50,5,25,1,0.0,auto,,0.0,True,False,False,0.806179775280898
100,5,15,5,0.0,auto,,0.0,True,False,False,0.806179775280898
100,5,20,5,0.0,auto,,0.0,True,False,False,0.806179775280898
150,10,25,10,0.0,auto,,0.0,True,False,False,0.806179775280898
150,15,25,10,0.0,auto,,0.0,True,False,False,0.806179775280898
150,5,20,1,0.0,auto,,0.0,True,False,False,0.8047752808988761
150,5,25,5,0.0,auto,,0.0,True,False,False,0.8047752808988761
100,10,15,10,0.0,auto,,0.0,True,False,False,0.8047752808988761
150,10,15,10,0.0,auto,,0.0,True,False,False,0.8047752808988761
100,10,20,10,0.0,auto,,0.0,True,False,False,0.8047752808988761
150,10,20,10,0.0,auto,,0.0,True,False,False,0.8047752808988761
150,15,25,5,0.0,auto,,0.0,True,False,False,0.8047752808988761
100,15,15,10,0.0,auto,,0.0,True,False,False,0.8047752808988761
150,15,15,10,0.0,auto,,0.0,True,False,False,0.8047752808988761
100,15,20,10,0.0,auto,,0.0,True,False,False,0.8047752808988761
150,15,20,10,0.0,auto,,0.0,True,False,False,0.8047752808988761
50,5,15,5,0.0,auto,,0.0,True,False,False,0.803370786516853
50,5,20,5,0.0,auto,,0.0,True,False,False,0.803370786516853
50,10,25,1,0.0,auto,,0.0,True,False,False,0.803370786516853
150,10,25,5,0.0,auto,,0.0,True,False,False,0.803370786516853
50,15,20,5,0.0,auto,,0.0,True,False,False,0.803370786516853
150,5,15,10,0.0,auto,,0.0,True,False,False,0.8019662921348311
150,5,20,10,0.0,auto,,0.0,True,False,False,0.8019662921348311
150,5,25,10,0.0,auto,,0.0,True,False,False,0.8019662921348311
50,15,25,5,0.0,auto,,0.0,True,False,False,0.8019662921348311
50,5,15,1,0.0,auto,,0.0,True,False,False,0.8005617977528091
50,10,15,10,0.0,auto,,0.0,True,False,False,0.8005617977528091
50,10,20,10,0.0,auto,,0.0,True,False,False,0.8005617977528091
100,10,25,10,0.0,auto,,0.0,True,False,False,0.8005617977528091
50,15,15,10,0.0,auto,,0.0,True,False,False,0.8005617977528091
50,15,20,10,0.0,auto,,0.0,True,False,False,0.8005617977528091
100,15,25,10,0.0,auto,,0.0,True,False,False,0.8005617977528091
50,5,25,10,0.0,auto,,0.0,True,False,False,0.799157303370786
50,10,25,5,0.0,auto,,0.0,True,False,False,0.799157303370786
100,5,25,5,0.0,auto,,0.0,True,False,False,0.7977528089887641
50,5,25,5,0.0,auto,,0.0,True,False,False,0.790730337078651
50,5,15,0.1,0.0,auto,,0.0,True,False,False,0.7752808988764041
50,5,20,0.1,0.0,auto,,0.0,True,False,False,0.7752808988764041
50,5,25,0.1,0.0,auto,,0.0,True,False,False,0.7752808988764041
50,10,15,0.1,0.0,auto,,0.0,True,False,False,0.7752808988764041
50,10,20,0.1,0.0,auto,,0.0,True,False,False,0.7752808988764041
50,10,25,0.1,0.0,auto,,0.0,True,False,False,0.7752808988764041
50,15,15,0.1,0.0,auto,,0.0,True,False,False,0.7752808988764041
50,15,20,0.1,0.0,auto,,0.0,True,False,False,0.7752808988764041
50,15,25,0.1,0.0,auto,,0.0,True,False,False,0.7752808988764041
150,5,15,0.1,0.0,auto,,0.0,True,False,False,0.7598314606741571
150,5,20,0.1,0.0,auto,,0.0,True,False,False,0.7598314606741571
150,5,25,0.1,0.0,auto,,0.0,True,False,False,0.7598314606741571
150,10,15,0.1,0.0,auto,,0.0,True,False,False,0.7598314606741571
150,10,20,0.1,0.0,auto,,0.0,True,False,False,0.7598314606741571
150,10,25,0.1,0.0,auto,,0.0,True,False,False,0.7598314606741571
150,15,15,0.1,0.0,auto,,0.0,True,False,False,0.7598314606741571
150,15,20,0.1,0.0,auto,,0.0,True,False,False,0.7598314606741571
150,15,25,0.1,0.0,auto,,0.0,True,False,False,0.7598314606741571
100,5,15,0.1,0.0,auto,,0.0,True,False,False,0.758426966292134
100,5,20,0.1,0.0,auto,,0.0,True,False,False,0.758426966292134
100,5,25,0.1,0.0,auto,,0.0,True,False,False,0.758426966292134
100,10,15,0.1,0.0,auto,,0.0,True,False,False,0.758426966292134
100,10,20,0.1,0.0,auto,,0.0,True,False,False,0.758426966292134
100,10,25,0.1,0.0,auto,,0.0,True,False,False,0.758426966292134
100,15,15,0.1,0.0,auto,,0.0,True,False,False,0.758426966292134
100,15,20,0.1,0.0,auto,,0.0,True,False,False,0.758426966292134
100,15,25,0.1,0.0,auto,,0.0,True,False,False,0.758426966292134
100,5,15,0.2,0.0,auto,,0.0,True,False,False,0.681179775280898
100,5,20,0.2,0.0,auto,,0.0,True,False,False,0.681179775280898
100,5,25,0.2,0.0,auto,,0.0,True,False,False,0.681179775280898
100,10,15,0.2,0.0,auto,,0.0,True,False,False,0.681179775280898
100,10,20,0.2,0.0,auto,,0.0,True,False,False,0.681179775280898
100,10,25,0.2,0.0,auto,,0.0,True,False,False,0.681179775280898
100,15,15,0.2,0.0,auto,,0.0,True,False,False,0.681179775280898
100,15,20,0.2,0.0,auto,,0.0,True,False,False,0.681179775280898
100,15,25,0.2,0.0,auto,,0.0,True,False,False,0.681179775280898
150,5,15,0.2,0.0,auto,,0.0,True,False,False,0.633426966292134
150,5,20,0.2,0.0,auto,,0.0,True,False,False,0.633426966292134
150,5,25,0.2,0.0,auto,,0.0,True,False,False,0.633426966292134
150,10,15,0.2,0.0,auto,,0.0,True,False,False,0.633426966292134
150,10,20,0.2,0.0,auto,,0.0,True,False,False,0.633426966292134
150,10,25,0.2,0.0,auto,,0.0,True,False,False,0.633426966292134
150,15,15,0.2,0.0,auto,,0.0,True,False,False,0.633426966292134
150,15,20,0.2,0.0,auto,,0.0,True,False,False,0.633426966292134
150,15,25,0.2,0.0,auto,,0.0,True,False,False,0.633426966292134
50,5,15,0.2,0.0,auto,,0.0,True,False,False,0.625
50,5,20,0.2,0.0,auto,,0.0,True,False,False,0.625
50,5,25,0.2,0.0,auto,,0.0,True,False,False,0.625
50,5,15,0.5,0.0,auto,,0.0,True,False,False,0.625
100,5,15,0.5,0.0,auto,,0.0,True,False,False,0.625
150,5,15,0.5,0.0,auto,,0.0,True,False,False,0.625
50,5,20,0.5,0.0,auto,,0.0,True,False,False,0.625
100,5,20,0.5,0.0,auto,,0.0,True,False,False,0.625
150,5,20,0.5,0.0,auto,,0.0,True,False,False,0.625
50,5,25,0.5,0.0,auto,,0.0,True,False,False,0.625
100,5,25,0.5,0.0,auto,,0.0,True,False,False,0.625
150,5,25,0.5,0.0,auto,,0.0,True,False,False,0.625
50,5,15,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
100,5,15,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
150,5,15,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
50,5,20,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
100,5,20,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
150,5,20,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
50,5,25,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
100,5,25,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
150,5,25,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
50,10,15,0.2,0.0,auto,,0.0,True,False,False,0.625
50,10,20,0.2,0.0,auto,,0.0,True,False,False,0.625
50,10,25,0.2,0.0,auto,,0.0,True,False,False,0.625
50,10,15,0.5,0.0,auto,,0.0,True,False,False,0.625
100,10,15,0.5,0.0,auto,,0.0,True,False,False,0.625
150,10,15,0.5,0.0,auto,,0.0,True,False,False,0.625
50,10,20,0.5,0.0,auto,,0.0,True,False,False,0.625
100,10,20,0.5,0.0,auto,,0.0,True,False,False,0.625
150,10,20,0.5,0.0,auto,,0.0,True,False,False,0.625
50,10,25,0.5,0.0,auto,,0.0,True,False,False,0.625
100,10,25,0.5,0.0,auto,,0.0,True,False,False,0.625
150,10,25,0.5,0.0,auto,,0.0,True,False,False,0.625
50,10,15,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
100,10,15,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
150,10,15,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
50,10,20,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
100,10,20,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
150,10,20,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
50,10,25,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
100,10,25,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
150,10,25,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
50,15,15,0.2,0.0,auto,,0.0,True,False,False,0.625
50,15,20,0.2,0.0,auto,,0.0,True,False,False,0.625
50,15,25,0.2,0.0,auto,,0.0,True,False,False,0.625
50,15,15,0.5,0.0,auto,,0.0,True,False,False,0.625
100,15,15,0.5,0.0,auto,,0.0,True,False,False,0.625
150,15,15,0.5,0.0,auto,,0.0,True,False,False,0.625
50,15,20,0.5,0.0,auto,,0.0,True,False,False,0.625
100,15,20,0.5,0.0,auto,,0.0,True,False,False,0.625
150,15,20,0.5,0.0,auto,,0.0,True,False,False,0.625
50,15,25,0.5,0.0,auto,,0.0,True,False,False,0.625
100,15,25,0.5,0.0,auto,,0.0,True,False,False,0.625
150,15,25,0.5,0.0,auto,,0.0,True,False,False,0.625
50,15,15,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
100,15,15,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
150,15,15,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
50,15,20,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
100,15,20,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
150,15,20,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
50,15,25,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
100,15,25,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
150,15,25,0.30000000000000004,0.0,auto,,0.0,True,False,False,0.625
