n_estimators,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,bootstrap,oob_score,accuracy
13,13,30,1,0.1,auto,,0.0,True,False,0.7949438202247191
11,13,40,1,0.1,auto,,0.0,True,False,0.7949438202247191
13,13,40,1,0.1,auto,,0.0,True,False,0.7949438202247191
11,15,2,1,0.1,auto,,0.0,True,False,0.7949438202247191
13,15,2,1,0.1,auto,,0.0,True,False,0.7949438202247191
11,15,30,1,0.1,auto,,0.0,True,False,0.7949438202247191
13,15,30,1,0.1,auto,,0.0,True,False,0.7949438202247191
11,15,40,1,0.1,auto,,0.0,True,False,0.7949438202247191
13,15,40,1,0.1,auto,,0.0,True,False,0.7949438202247191
15,11,2,1,0.1,auto,,0.0,True,False,0.7865168539325841
15,11,30,1,0.1,auto,,0.0,True,False,0.7865168539325841
15,11,40,1,0.1,auto,,0.0,True,False,0.7865168539325841
15,13,2,1,0.1,auto,,0.0,True,False,0.7865168539325841
15,13,30,1,0.1,auto,,0.0,True,False,0.7865168539325841
15,13,40,1,0.1,auto,,0.0,True,False,0.7865168539325841
15,15,2,1,0.1,auto,,0.0,True,False,0.7865168539325841
15,15,30,1,0.1,auto,,0.0,True,False,0.7865168539325841
15,15,40,1,0.1,auto,,0.0,True,False,0.7865168539325841
1,13,2,1,0.0,auto,,0.0,True,False,0.779494382022471
1,11,2,1,0.1,auto,,0.0,True,False,0.7780898876404491
1,11,30,1,0.1,auto,,0.0,True,False,0.7780898876404491
1,11,40,1,0.1,auto,,0.0,True,False,0.7780898876404491
1,13,2,1,0.1,auto,,0.0,True,False,0.7780898876404491
1,13,30,1,0.1,auto,,0.0,True,False,0.7780898876404491
1,13,40,1,0.1,auto,,0.0,True,False,0.7780898876404491
1,15,2,1,0.1,auto,,0.0,True,False,0.7780898876404491
1,15,30,1,0.1,auto,,0.0,True,False,0.7780898876404491
1,15,40,1,0.1,auto,,0.0,True,False,0.7780898876404491
1,1,2,1,0.0,auto,,0.0,True,False,0.7738764044943821
1,1,2,1,0.1,auto,,0.0,True,False,0.7738764044943821
1,1,30,1,0.0,auto,,0.0,True,False,0.7738764044943821
1,1,30,1,0.1,auto,,0.0,True,False,0.7738764044943821
1,1,40,1,0.0,auto,,0.0,True,False,0.7738764044943821
1,1,40,1,0.1,auto,,0.0,True,False,0.7738764044943821
1,11,2,1,0.0,auto,,0.0,True,False,0.7710674157303371
1,15,2,1,0.0,auto,,0.0,True,False,0.7710674157303371
1,13,30,1,0.0,auto,,0.0,True,False,0.769662921348314
1,15,30,1,0.0,auto,,0.0,True,False,0.769662921348314
1,11,40,1,0.0,auto,,0.0,True,False,0.764044943820224
1,13,40,1,0.0,auto,,0.0,True,False,0.764044943820224
1,15,40,1,0.0,auto,,0.0,True,False,0.764044943820224
1,11,30,1,0.0,auto,,0.0,True,False,0.752808988764044
15,1,2,1,0.0,auto,,0.0,True,False,0.745786516853932
15,1,2,1,0.1,auto,,0.0,True,False,0.745786516853932
15,1,30,1,0.0,auto,,0.0,True,False,0.745786516853932
15,1,30,1,0.1,auto,,0.0,True,False,0.745786516853932
15,1,40,1,0.0,auto,,0.0,True,False,0.745786516853932
15,1,40,1,0.1,auto,,0.0,True,False,0.745786516853932
13,1,2,1,0.0,auto,,0.0,True,False,0.7443820224719101
13,1,2,1,0.1,auto,,0.0,True,False,0.7443820224719101
13,1,30,1,0.0,auto,,0.0,True,False,0.7443820224719101
13,1,30,1,0.1,auto,,0.0,True,False,0.7443820224719101
13,1,40,1,0.0,auto,,0.0,True,False,0.7443820224719101
13,1,40,1,0.1,auto,,0.0,True,False,0.7443820224719101
11,1,2,1,0.0,auto,,0.0,True,False,0.7303370786516851
11,1,30,1,0.0,auto,,0.0,True,False,0.7303370786516851
11,1,40,1,0.0,auto,,0.0,True,False,0.7303370786516851
11,1,2,1,0.1,auto,,0.0,True,False,0.728932584269662
11,1,30,1,0.1,auto,,0.0,True,False,0.728932584269662
11,1,40,1,0.1,auto,,0.0,True,False,0.728932584269662
1,1,2,1,0.5,auto,,0.0,True,False,0.625
11,1,2,1,0.5,auto,,0.0,True,False,0.625
13,1,2,1,0.5,auto,,0.0,True,False,0.625
15,1,2,1,0.5,auto,,0.0,True,False,0.625
1,1,30,1,0.5,auto,,0.0,True,False,0.625
11,1,30,1,0.5,auto,,0.0,True,False,0.625
13,1,30,1,0.5,auto,,0.0,True,False,0.625
15,1,30,1,0.5,auto,,0.0,True,False,0.625
1,1,40,1,0.5,auto,,0.0,True,False,0.625
11,1,40,1,0.5,auto,,0.0,True,False,0.625
13,1,40,1,0.5,auto,,0.0,True,False,0.625
15,1,40,1,0.5,auto,,0.0,True,False,0.625
1,11,2,1,0.5,auto,,0.0,True,False,0.625
11,11,2,1,0.5,auto,,0.0,True,False,0.625
13,11,2,1,0.5,auto,,0.0,True,False,0.625
15,11,2,1,0.5,auto,,0.0,True,False,0.625
1,11,30,1,0.5,auto,,0.0,True,False,0.625
11,11,30,1,0.5,auto,,0.0,True,False,0.625
13,11,30,1,0.5,auto,,0.0,True,False,0.625
15,11,30,1,0.5,auto,,0.0,True,False,0.625
1,11,40,1,0.5,auto,,0.0,True,False,0.625
11,11,40,1,0.5,auto,,0.0,True,False,0.625
13,11,40,1,0.5,auto,,0.0,True,False,0.625
15,11,40,1,0.5,auto,,0.0,True,False,0.625
1,13,2,1,0.5,auto,,0.0,True,False,0.625
11,13,2,1,0.5,auto,,0.0,True,False,0.625
13,13,2,1,0.5,auto,,0.0,True,False,0.625
15,13,2,1,0.5,auto,,0.0,True,False,0.625
1,13,30,1,0.5,auto,,0.0,True,False,0.625
11,13,30,1,0.5,auto,,0.0,True,False,0.625
13,13,30,1,0.5,auto,,0.0,True,False,0.625
15,13,30,1,0.5,auto,,0.0,True,False,0.625
1,13,40,1,0.5,auto,,0.0,True,False,0.625
11,13,40,1,0.5,auto,,0.0,True,False,0.625
13,13,40,1,0.5,auto,,0.0,True,False,0.625
15,13,40,1,0.5,auto,,0.0,True,False,0.625
1,15,2,1,0.5,auto,,0.0,True,False,0.625
11,15,2,1,0.5,auto,,0.0,True,False,0.625
13,15,2,1,0.5,auto,,0.0,True,False,0.625
15,15,2,1,0.5,auto,,0.0,True,False,0.625
1,15,30,1,0.5,auto,,0.0,True,False,0.625
11,15,30,1,0.5,auto,,0.0,True,False,0.625
13,15,30,1,0.5,auto,,0.0,True,False,0.625
15,15,30,1,0.5,auto,,0.0,True,False,0.625
1,15,40,1,0.5,auto,,0.0,True,False,0.625
11,15,40,1,0.5,auto,,0.0,True,False,0.625
13,15,40,1,0.5,auto,,0.0,True,False,0.625
15,15,40,1,0.5,auto,,0.0,True,False,0.625
