bootstrap,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,oob_score,accuracy
True,1.0,1,,0.0,1,20,0.25,1,True,0.625
True,1.0,1,,0.0,10,2,0.0,1,False,0.625
True,1.0,1,,0.0,10,2,0.0,1,True,0.625
True,1.0,1,,0.0,10,2,0.25,1,False,0.625
True,1.0,1,,0.0,10,2,0.25,1,True,0.625
True,1.0,1,,0.0,10,20,0.0,1,False,0.625
True,1.0,1,,0.0,10,20,0.0,1,True,0.625
True,1.0,1,,0.0,10,20,0.25,1,False,0.625
True,1.0,1,,0.0,10,20,0.25,1,True,0.625
True,1.0,1,,0.1,1,2,0.0,1,False,0.625
True,1.0,1,,0.1,1,2,0.0,1,True,0.625
True,1.0,1,,0.1,1,2,0.0,10,False,0.625
True,1.0,1,,0.1,1,2,0.0,10,True,0.625
True,1.0,1,,0.1,1,2,0.25,1,False,0.625
True,1.0,1,,0.1,1,2,0.25,1,True,0.625
True,1.0,1,,0.1,1,2,0.25,10,False,0.625
True,1.0,1,,0.1,1,2,0.25,10,True,0.625
True,1.0,1,,0.1,1,20,0.0,1,False,0.625
True,1.0,1,,0.1,1,20,0.0,1,True,0.625
True,1.0,1,,0.1,1,20,0.0,10,False,0.625
True,1.0,1,,0.1,1,20,0.0,10,True,0.625
True,1.0,1,,0.1,1,20,0.25,1,False,0.625
True,1.0,1,,0.1,1,20,0.25,1,True,0.625
True,1.0,1,,0.1,1,20,0.25,10,False,0.625
True,1.0,1,,0.1,1,20,0.25,10,True,0.625
True,1.0,1,,0.1,10,2,0.0,1,False,0.625
True,1.0,1,,0.1,10,2,0.0,1,True,0.625
True,1.0,1,,0.1,10,2,0.0,10,False,0.625
True,1.0,1,,0.1,10,2,0.0,10,True,0.625
True,1.0,1,,0.1,10,2,0.25,1,False,0.625
True,1.0,1,,0.1,10,2,0.25,1,True,0.625
True,1.0,1,,0.1,10,2,0.25,10,False,0.625
True,1.0,1,,0.1,10,2,0.25,10,True,0.625
True,1.0,1,,0.1,10,20,0.0,1,False,0.625
True,1.0,1,,0.1,10,20,0.0,1,True,0.625
True,1.0,1,,0.1,10,20,0.0,10,False,0.625
True,1.0,1,,0.1,10,20,0.0,10,True,0.625
True,1.0,1,,0.1,10,20,0.25,1,False,0.625
True,1.0,1,,0.1,10,20,0.25,1,True,0.625
True,1.0,1,,0.1,10,20,0.25,10,False,0.625
True,1.0,1,,0.1,10,20,0.25,10,True,0.625
True,1.0,1,2.0,0.0,1,2,0.25,1,False,0.625
True,1.0,1,2.0,0.0,1,2,0.25,1,True,0.625
True,1.0,1,2.0,0.0,1,20,0.25,1,False,0.625
True,1.0,1,2.0,0.0,1,20,0.25,1,True,0.625
True,1.0,1,2.0,0.0,10,2,0.0,1,False,0.625
True,1.0,1,2.0,0.0,10,2,0.0,1,True,0.625
True,1.0,1,2.0,0.0,10,2,0.25,1,False,0.625
True,1.0,1,2.0,0.0,10,2,0.25,1,True,0.625
True,1.0,1,2.0,0.0,10,20,0.0,1,False,0.625
True,1.0,1,2.0,0.0,10,20,0.0,1,True,0.625
True,1.0,1,2.0,0.0,10,20,0.25,1,False,0.625
True,1.0,1,2.0,0.0,10,20,0.25,1,True,0.625
True,1.0,1,2.0,0.1,1,2,0.0,1,False,0.625
True,1.0,1,2.0,0.1,1,2,0.0,1,True,0.625
True,1.0,1,2.0,0.1,1,2,0.0,10,False,0.625
True,1.0,1,2.0,0.1,1,2,0.0,10,True,0.625
True,1.0,1,2.0,0.1,1,2,0.25,1,False,0.625
True,1.0,1,2.0,0.1,1,2,0.25,1,True,0.625
True,1.0,1,2.0,0.1,1,2,0.25,10,False,0.625
True,1.0,1,2.0,0.1,1,2,0.25,10,True,0.625
True,1.0,1,2.0,0.1,1,20,0.0,1,False,0.625
True,1.0,1,2.0,0.1,1,20,0.0,1,True,0.625
True,1.0,1,2.0,0.1,1,20,0.0,10,False,0.625
True,1.0,1,2.0,0.1,1,20,0.0,10,True,0.625
True,1.0,1,2.0,0.1,1,20,0.25,1,False,0.625
True,1.0,1,2.0,0.1,1,20,0.25,1,True,0.625
True,1.0,1,2.0,0.1,1,20,0.25,10,False,0.625
True,1.0,1,2.0,0.1,1,20,0.25,10,True,0.625
True,1.0,1,2.0,0.1,10,2,0.0,1,False,0.625
True,1.0,1,2.0,0.1,10,2,0.0,1,True,0.625
True,1.0,1,2.0,0.1,10,2,0.0,10,False,0.625
True,1.0,1,2.0,0.1,10,2,0.0,10,True,0.625
True,1.0,1,2.0,0.1,10,2,0.25,1,False,0.625
True,1.0,1,2.0,0.1,10,2,0.25,1,True,0.625
True,1.0,1,2.0,0.1,10,2,0.25,10,False,0.625
True,1.0,1,2.0,0.1,10,2,0.25,10,True,0.625
True,1.0,1,2.0,0.1,10,20,0.0,1,False,0.625
True,1.0,1,2.0,0.1,10,20,0.0,1,True,0.625
True,1.0,1,2.0,0.1,10,20,0.0,10,False,0.625
True,1.0,1,2.0,0.1,10,20,0.0,10,True,0.625
True,1.0,1,2.0,0.1,10,20,0.25,1,False,0.625
True,1.0,1,2.0,0.1,10,20,0.25,1,True,0.625
True,1.0,1,2.0,0.1,10,20,0.25,10,False,0.625
True,1.0,1,2.0,0.1,10,20,0.25,10,True,0.625
