bootstrap,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,oob_score,accuracy
True,1.0,auto,2.0,0.0,1,20,0.25,1,False,0.7738764044943821
True,1.0,auto,2.0,0.0,1,20,0.25,1,True,0.7738764044943821
True,1.0,auto,2.0,0.0,10,2,0.0,1,False,0.7738764044943821
True,1.0,auto,2.0,0.0,10,2,0.0,1,True,0.7738764044943821
True,1.0,auto,2.0,0.0,10,2,0.25,1,False,0.7738764044943821
True,1.0,auto,2.0,0.0,10,2,0.25,1,True,0.7738764044943821
True,1.0,auto,2.0,0.0,10,20,0.0,1,False,0.7738764044943821
True,1.0,auto,2.0,0.0,10,20,0.0,1,True,0.7738764044943821
True,1.0,auto,2.0,0.0,10,20,0.25,1,False,0.7738764044943821
True,1.0,auto,2.0,0.0,10,20,0.25,1,True,0.7738764044943821
True,1.0,auto,2.0,0.1,1,2,0.0,1,False,0.7738764044943821
True,1.0,auto,2.0,0.1,1,2,0.0,1,True,0.7738764044943821
True,1.0,auto,2.0,0.1,1,2,0.25,1,False,0.7738764044943821
True,1.0,auto,2.0,0.1,1,2,0.25,1,True,0.7738764044943821
True,1.0,auto,2.0,0.1,1,20,0.0,1,False,0.7738764044943821
True,1.0,auto,2.0,0.1,1,20,0.0,1,True,0.7738764044943821
True,1.0,auto,2.0,0.1,1,20,0.25,1,False,0.7738764044943821
True,1.0,auto,2.0,0.1,1,20,0.25,1,True,0.7738764044943821
True,1.0,auto,2.0,0.1,10,2,0.0,1,False,0.7738764044943821
True,1.0,auto,2.0,0.1,10,2,0.0,1,True,0.7738764044943821
True,1.0,auto,2.0,0.1,10,2,0.25,1,False,0.7738764044943821
True,1.0,auto,2.0,0.1,10,2,0.25,1,True,0.7738764044943821
True,1.0,auto,2.0,0.1,10,20,0.0,1,False,0.7738764044943821
True,1.0,auto,2.0,0.1,10,20,0.0,1,True,0.7738764044943821
True,1.0,auto,2.0,0.1,10,20,0.25,1,False,0.7738764044943821
True,1.0,auto,2.0,0.1,10,20,0.25,1,True,0.7738764044943821
True,,auto,,0.0,1,2,0.25,10,False,0.7710674157303371
True,,auto,,0.0,1,2,0.25,10,True,0.7710674157303371
True,,auto,,0.0,1,20,0.25,10,False,0.7710674157303371
True,,auto,,0.0,1,20,0.25,10,True,0.7710674157303371
True,,auto,,0.0,10,2,0.25,10,False,0.7710674157303371
True,,auto,,0.0,10,2,0.25,10,True,0.7710674157303371
True,,auto,,0.0,10,20,0.25,10,False,0.7710674157303371
True,,auto,,0.0,10,20,0.25,10,True,0.7710674157303371
True,,auto,2.0,0.0,1,2,0.25,10,False,0.7682584269662921
True,,auto,2.0,0.0,1,2,0.25,10,True,0.7682584269662921
True,,auto,2.0,0.0,1,20,0.25,10,False,0.7682584269662921
True,,auto,2.0,0.0,1,20,0.25,10,True,0.7682584269662921
True,,auto,2.0,0.0,10,2,0.25,10,False,0.7682584269662921
True,,auto,2.0,0.0,10,2,0.25,10,True,0.7682584269662921
True,,auto,2.0,0.0,10,20,0.25,10,False,0.7682584269662921
True,,auto,2.0,0.0,10,20,0.25,10,True,0.7682584269662921
True,1.0,auto,,0.0,1,2,0.25,10,False,0.7682584269662921
True,1.0,auto,,0.0,1,2,0.25,10,True,0.7682584269662921
True,1.0,auto,,0.0,1,20,0.25,10,False,0.7682584269662921
True,1.0,auto,,0.0,1,20,0.25,10,True,0.7682584269662921
True,1.0,auto,,0.0,10,2,0.25,10,False,0.7682584269662921
True,1.0,auto,,0.0,10,2,0.25,10,True,0.7682584269662921
True,1.0,auto,,0.0,10,20,0.25,10,False,0.7682584269662921
True,1.0,auto,,0.0,10,20,0.25,10,True,0.7682584269662921
True,1.0,auto,2.0,0.0,1,2,0.25,10,False,0.7682584269662921
True,1.0,auto,2.0,0.0,1,2,0.25,10,True,0.7682584269662921
True,1.0,auto,2.0,0.0,1,20,0.25,10,False,0.7682584269662921
True,1.0,auto,2.0,0.0,1,20,0.25,10,True,0.7682584269662921
True,1.0,auto,2.0,0.0,10,2,0.25,10,False,0.7682584269662921
True,1.0,auto,2.0,0.0,10,2,0.25,10,True,0.7682584269662921
True,1.0,auto,2.0,0.0,10,20,0.25,10,False,0.7682584269662921
True,1.0,auto,2.0,0.0,10,20,0.25,10,True,0.7682584269662921
True,,auto,,0.0,1,2,0.0,1,False,0.7654494382022471
True,,auto,,0.0,1,2,0.0,1,True,0.7654494382022471
True,,auto,,0.0,1,20,0.0,1,False,0.7570224719101121
True,,auto,,0.0,1,20,0.0,1,True,0.7570224719101121
True,,auto,2.0,0.0,1,2,0.0,10,False,0.742977528089887
True,,auto,2.0,0.0,1,2,0.0,10,True,0.742977528089887
True,,auto,2.0,0.0,1,20,0.0,10,False,0.742977528089887
True,,auto,2.0,0.0,1,20,0.0,10,True,0.742977528089887
True,1.0,auto,,0.0,1,2,0.0,10,False,0.742977528089887
True,1.0,auto,,0.0,1,2,0.0,10,True,0.742977528089887
True,1.0,auto,,0.0,1,20,0.0,10,False,0.742977528089887
True,1.0,auto,,0.0,1,20,0.0,10,True,0.742977528089887
True,1.0,auto,2.0,0.0,1,2,0.0,10,False,0.742977528089887
True,1.0,auto,2.0,0.0,1,2,0.0,10,True,0.742977528089887
True,1.0,auto,2.0,0.0,1,20,0.0,10,False,0.742977528089887
True,1.0,auto,2.0,0.0,1,20,0.0,10,True,0.742977528089887
True,,auto,2.0,0.0,10,2,0.0,10,False,0.7359550561797751
True,,auto,2.0,0.0,10,2,0.0,10,True,0.7359550561797751
True,,auto,2.0,0.0,10,20,0.0,10,False,0.7359550561797751
True,,auto,2.0,0.0,10,20,0.0,10,True,0.7359550561797751
True,1.0,auto,,0.0,10,2,0.0,10,False,0.7359550561797751
True,1.0,auto,,0.0,10,2,0.0,10,True,0.7359550561797751
True,1.0,auto,,0.0,10,20,0.0,10,False,0.7359550561797751
True,1.0,auto,,0.0,10,20,0.0,10,True,0.7359550561797751
True,1.0,auto,2.0,0.0,10,2,0.0,10,False,0.7359550561797751
True,1.0,auto,2.0,0.0,10,2,0.0,10,True,0.7359550561797751
True,1.0,auto,2.0,0.0,10,20,0.0,10,False,0.7359550561797751
True,1.0,auto,2.0,0.0,10,20,0.0,10,True,0.7359550561797751
True,,1,2.0,0.0,1,2,0.0,10,False,0.7120786516853931
True,,1,2.0,0.0,1,2,0.0,10,True,0.7120786516853931
True,,1,2.0,0.0,1,20,0.0,10,False,0.7120786516853931
True,,1,2.0,0.0,1,20,0.0,10,True,0.7120786516853931
True,1.0,1,,0.0,1,2,0.0,10,False,0.7120786516853931
True,1.0,1,,0.0,1,2,0.0,10,True,0.7120786516853931
True,1.0,1,,0.0,1,20,0.0,10,False,0.7120786516853931
True,1.0,1,,0.0,1,20,0.0,10,True,0.7120786516853931
True,1.0,1,2.0,0.0,1,2,0.0,10,False,0.7120786516853931
True,1.0,1,2.0,0.0,1,2,0.0,10,True,0.7120786516853931
True,1.0,1,2.0,0.0,1,20,0.0,10,False,0.7120786516853931
True,1.0,1,2.0,0.0,1,20,0.0,10,True,0.7120786516853931
True,,1,2.0,0.0,10,2,0.0,10,False,0.7092696629213481
True,,1,2.0,0.0,10,2,0.0,10,True,0.7092696629213481
True,,1,2.0,0.0,10,20,0.0,10,False,0.7092696629213481
True,,1,2.0,0.0,10,20,0.0,10,True,0.7092696629213481
True,1.0,1,,0.0,10,2,0.0,10,False,0.7092696629213481
True,1.0,1,,0.0,10,2,0.0,10,True,0.7092696629213481
True,1.0,1,,0.0,10,20,0.0,10,False,0.7092696629213481
True,1.0,1,,0.0,10,20,0.0,10,True,0.7092696629213481
True,1.0,1,2.0,0.0,10,2,0.0,10,False,0.7092696629213481
True,1.0,1,2.0,0.0,10,2,0.0,10,True,0.7092696629213481
True,1.0,1,2.0,0.0,10,20,0.0,10,False,0.7092696629213481
True,1.0,1,2.0,0.0,10,20,0.0,10,True,0.7092696629213481
True,,1,,0.0,1,2,0.0,1,False,0.7064606741573031
True,,1,,0.0,1,2,0.0,1,True,0.7064606741573031
True,,1,,0.0,1,20,0.0,1,False,0.698033707865168
True,,1,,0.0,1,20,0.0,1,True,0.698033707865168
True,,1,,0.0,10,2,0.0,1,False,0.668539325842696
True,,1,,0.0,10,2,0.0,1,True,0.668539325842696
True,,1,,0.0,10,20,0.0,1,False,0.668539325842696
True,,1,,0.0,10,20,0.0,1,True,0.668539325842696
True,,1,,0.0,1,2,0.25,10,False,0.6530898876404491
True,,1,,0.0,1,2,0.25,10,True,0.6530898876404491
True,,1,,0.0,1,20,0.25,10,False,0.6530898876404491
True,,1,,0.0,1,20,0.25,10,True,0.6530898876404491
True,,1,,0.0,10,2,0.25,10,False,0.6530898876404491
True,,1,,0.0,10,2,0.25,10,True,0.6530898876404491
True,,1,,0.0,10,20,0.25,10,False,0.6530898876404491
True,,1,,0.0,10,20,0.25,10,True,0.6530898876404491
True,,1,2.0,0.0,1,2,0.25,10,False,0.644662921348314
True,,1,2.0,0.0,1,2,0.25,10,True,0.644662921348314
True,,1,2.0,0.0,1,20,0.25,10,False,0.644662921348314
True,,1,2.0,0.0,1,20,0.25,10,True,0.644662921348314
True,,1,2.0,0.0,10,2,0.25,10,False,0.644662921348314
True,,1,2.0,0.0,10,2,0.25,10,True,0.644662921348314
True,,1,2.0,0.0,10,20,0.25,10,False,0.644662921348314
True,,1,2.0,0.0,10,20,0.25,10,True,0.644662921348314
True,1.0,1,,0.0,1,2,0.25,10,False,0.644662921348314
True,1.0,1,,0.0,1,2,0.25,10,True,0.644662921348314
True,1.0,1,,0.0,1,20,0.25,10,False,0.644662921348314
True,1.0,1,,0.0,1,20,0.25,10,True,0.644662921348314
True,1.0,1,,0.0,10,2,0.25,10,False,0.644662921348314
True,1.0,1,,0.0,10,2,0.25,10,True,0.644662921348314
True,1.0,1,,0.0,10,20,0.25,10,False,0.644662921348314
True,1.0,1,,0.0,10,20,0.25,10,True,0.644662921348314
True,1.0,1,2.0,0.0,1,2,0.25,10,False,0.644662921348314
True,1.0,1,2.0,0.0,1,2,0.25,10,True,0.644662921348314
True,1.0,1,2.0,0.0,1,20,0.25,10,False,0.644662921348314
True,1.0,1,2.0,0.0,1,20,0.25,10,True,0.644662921348314
True,1.0,1,2.0,0.0,10,2,0.25,10,False,0.644662921348314
True,1.0,1,2.0,0.0,10,2,0.25,10,True,0.644662921348314
True,1.0,1,2.0,0.0,10,20,0.25,10,False,0.644662921348314
True,1.0,1,2.0,0.0,10,20,0.25,10,True,0.644662921348314
True,,1,2.0,0.0,1,2,0.0,1,False,0.6348314606741571
True,,1,2.0,0.0,1,2,0.0,1,True,0.6348314606741571
True,,1,2.0,0.0,1,20,0.0,1,False,0.6348314606741571
True,,1,2.0,0.0,1,20,0.0,1,True,0.6348314606741571
True,1.0,1,,0.0,1,2,0.0,1,False,0.6348314606741571
True,1.0,1,,0.0,1,2,0.0,1,True,0.6348314606741571
True,1.0,1,,0.0,1,20,0.0,1,False,0.6348314606741571
True,1.0,1,,0.0,1,20,0.0,1,True,0.6348314606741571
True,1.0,1,2.0,0.0,1,2,0.0,1,False,0.6348314606741571
True,1.0,1,2.0,0.0,1,2,0.0,1,True,0.6348314606741571
True,1.0,1,2.0,0.0,1,20,0.0,1,False,0.6348314606741571
True,1.0,1,2.0,0.0,1,20,0.0,1,True,0.6348314606741571
True,,auto,,0.1,1,2,0.0,10,False,0.625
True,,auto,,0.1,1,2,0.0,10,True,0.625
True,,auto,,0.1,1,2,0.25,10,False,0.625
True,,auto,,0.1,1,2,0.25,10,True,0.625
True,,auto,,0.1,1,20,0.0,10,False,0.625
True,,auto,,0.1,1,20,0.0,10,True,0.625
True,,auto,,0.1,1,20,0.25,10,False,0.625
True,,auto,,0.1,1,20,0.25,10,True,0.625
True,,auto,,0.1,10,2,0.0,10,False,0.625
True,,auto,,0.1,10,2,0.0,10,True,0.625
True,,auto,,0.1,10,2,0.25,10,False,0.625
True,,auto,,0.1,10,2,0.25,10,True,0.625
True,,auto,,0.1,10,20,0.0,10,False,0.625
True,,auto,,0.1,10,20,0.0,10,True,0.625
True,,auto,,0.1,10,20,0.25,10,False,0.625
True,,auto,,0.1,10,20,0.25,10,True,0.625
True,,auto,2.0,0.1,1,2,0.0,10,False,0.625
True,,auto,2.0,0.1,1,2,0.0,10,True,0.625
True,,auto,2.0,0.1,1,2,0.25,10,False,0.625
True,,auto,2.0,0.1,1,2,0.25,10,True,0.625
True,,auto,2.0,0.1,1,20,0.0,10,False,0.625
True,,auto,2.0,0.1,1,20,0.0,10,True,0.625
True,,auto,2.0,0.1,1,20,0.25,10,False,0.625
True,,auto,2.0,0.1,1,20,0.25,10,True,0.625
True,,auto,2.0,0.1,10,2,0.0,10,False,0.625
True,,auto,2.0,0.1,10,2,0.0,10,True,0.625
True,,auto,2.0,0.1,10,2,0.25,10,False,0.625
True,,auto,2.0,0.1,10,2,0.25,10,True,0.625
True,,auto,2.0,0.1,10,20,0.0,10,False,0.625
True,,auto,2.0,0.1,10,20,0.0,10,True,0.625
True,,auto,2.0,0.1,10,20,0.25,10,False,0.625
True,,auto,2.0,0.1,10,20,0.25,10,True,0.625
True,,1,,0.0,1,2,0.25,1,False,0.625
True,,1,,0.0,1,2,0.25,1,True,0.625
True,,1,,0.0,1,20,0.25,1,False,0.625
True,,1,,0.0,1,20,0.25,1,True,0.625
True,,1,,0.0,10,2,0.25,1,False,0.625
True,,1,,0.0,10,2,0.25,1,True,0.625
True,,1,,0.0,10,20,0.25,1,False,0.625
True,,1,,0.0,10,20,0.25,1,True,0.625
True,,1,,0.1,1,2,0.0,1,False,0.625
True,,1,,0.1,1,2,0.0,1,True,0.625
True,,1,,0.1,1,2,0.0,10,False,0.625
True,,1,,0.1,1,2,0.0,10,True,0.625
True,,1,,0.1,1,2,0.25,1,False,0.625
True,,1,,0.1,1,2,0.25,1,True,0.625
True,,1,,0.1,1,2,0.25,10,False,0.625
True,,1,,0.1,1,2,0.25,10,True,0.625
True,,1,,0.1,1,20,0.0,1,False,0.625
True,,1,,0.1,1,20,0.0,1,True,0.625
True,,1,,0.1,1,20,0.0,10,False,0.625
True,,1,,0.1,1,20,0.0,10,True,0.625
True,,1,,0.1,1,20,0.25,1,False,0.625
True,,1,,0.1,1,20,0.25,1,True,0.625
True,,1,,0.1,1,20,0.25,10,False,0.625
True,,1,,0.1,1,20,0.25,10,True,0.625
True,,1,,0.1,10,2,0.0,1,False,0.625
True,,1,,0.1,10,2,0.0,1,True,0.625
True,,1,,0.1,10,2,0.0,10,False,0.625
True,,1,,0.1,10,2,0.0,10,True,0.625
True,,1,,0.1,10,2,0.25,1,False,0.625
True,,1,,0.1,10,2,0.25,1,True,0.625
True,,1,,0.1,10,2,0.25,10,False,0.625
True,,1,,0.1,10,2,0.25,10,True,0.625
True,,1,,0.1,10,20,0.0,1,False,0.625
True,,1,,0.1,10,20,0.0,1,True,0.625
True,,1,,0.1,10,20,0.0,10,False,0.625
True,,1,,0.1,10,20,0.0,10,True,0.625
True,,1,,0.1,10,20,0.25,1,False,0.625
True,,1,,0.1,10,20,0.25,1,True,0.625
True,,1,,0.1,10,20,0.25,10,False,0.625
True,,1,,0.1,10,20,0.25,10,True,0.625
True,,1,2.0,0.0,1,2,0.25,1,False,0.625
True,,1,2.0,0.0,1,2,0.25,1,True,0.625
True,,1,2.0,0.0,1,20,0.25,1,False,0.625
True,,1,2.0,0.0,1,20,0.25,1,True,0.625
True,,1,2.0,0.0,10,2,0.0,1,False,0.625
True,,1,2.0,0.0,10,2,0.0,1,True,0.625
True,,1,2.0,0.0,10,2,0.25,1,False,0.625
True,,1,2.0,0.0,10,2,0.25,1,True,0.625
True,,1,2.0,0.0,10,20,0.0,1,False,0.625
True,,1,2.0,0.0,10,20,0.0,1,True,0.625
True,,1,2.0,0.0,10,20,0.25,1,False,0.625
True,,1,2.0,0.0,10,20,0.25,1,True,0.625
True,,1,2.0,0.1,1,2,0.0,1,False,0.625
True,,1,2.0,0.1,1,2,0.0,1,True,0.625
True,,1,2.0,0.1,1,2,0.0,10,False,0.625
True,,1,2.0,0.1,1,2,0.0,10,True,0.625
True,,1,2.0,0.1,1,2,0.25,1,False,0.625
True,,1,2.0,0.1,1,2,0.25,1,True,0.625
True,,1,2.0,0.1,1,2,0.25,10,False,0.625
True,,1,2.0,0.1,1,2,0.25,10,True,0.625
True,,1,2.0,0.1,1,20,0.0,1,False,0.625
True,,1,2.0,0.1,1,20,0.0,1,True,0.625
True,,1,2.0,0.1,1,20,0.0,10,False,0.625
True,,1,2.0,0.1,1,20,0.0,10,True,0.625
True,,1,2.0,0.1,1,20,0.25,1,False,0.625
True,,1,2.0,0.1,1,20,0.25,1,True,0.625
True,,1,2.0,0.1,1,20,0.25,10,False,0.625
True,,1,2.0,0.1,1,20,0.25,10,True,0.625
True,,1,2.0,0.1,10,2,0.0,1,False,0.625
True,,1,2.0,0.1,10,2,0.0,1,True,0.625
True,,1,2.0,0.1,10,2,0.0,10,False,0.625
True,,1,2.0,0.1,10,2,0.0,10,True,0.625
True,,1,2.0,0.1,10,2,0.25,1,False,0.625
True,,1,2.0,0.1,10,2,0.25,1,True,0.625
True,,1,2.0,0.1,10,2,0.25,10,False,0.625
True,,1,2.0,0.1,10,2,0.25,10,True,0.625
True,,1,2.0,0.1,10,20,0.0,1,False,0.625
True,,1,2.0,0.1,10,20,0.0,1,True,0.625
True,,1,2.0,0.1,10,20,0.0,10,False,0.625
True,,1,2.0,0.1,10,20,0.0,10,True,0.625
True,,1,2.0,0.1,10,20,0.25,1,False,0.625
True,,1,2.0,0.1,10,20,0.25,1,True,0.625
True,,1,2.0,0.1,10,20,0.25,10,False,0.625
True,,1,2.0,0.1,10,20,0.25,10,True,0.625
True,1.0,auto,,0.1,1,2,0.0,10,False,0.625
True,1.0,auto,,0.1,1,2,0.0,10,True,0.625
True,1.0,auto,,0.1,1,2,0.25,10,False,0.625
True,1.0,auto,,0.1,1,2,0.25,10,True,0.625
True,1.0,auto,,0.1,1,20,0.0,10,False,0.625
True,1.0,auto,,0.1,1,20,0.0,10,True,0.625
True,1.0,auto,,0.1,1,20,0.25,10,False,0.625
True,1.0,auto,,0.1,1,20,0.25,10,True,0.625
True,1.0,auto,,0.1,10,2,0.0,10,False,0.625
True,1.0,auto,,0.1,10,2,0.0,10,True,0.625
True,1.0,auto,,0.1,10,2,0.25,10,False,0.625
True,1.0,auto,,0.1,10,2,0.25,10,True,0.625
True,1.0,auto,,0.1,10,20,0.0,10,False,0.625
True,1.0,auto,,0.1,10,20,0.0,10,True,0.625
True,1.0,auto,,0.1,10,20,0.25,10,False,0.625
True,1.0,auto,,0.1,10,20,0.25,10,True,0.625
True,1.0,auto,2.0,0.1,1,2,0.0,10,False,0.625
True,1.0,auto,2.0,0.1,1,2,0.0,10,True,0.625
True,1.0,auto,2.0,0.1,1,2,0.25,10,False,0.625
True,1.0,auto,2.0,0.1,1,2,0.25,10,True,0.625
True,1.0,auto,2.0,0.1,1,20,0.0,10,False,0.625
True,1.0,auto,2.0,0.1,1,20,0.0,10,True,0.625
True,1.0,auto,2.0,0.1,1,20,0.25,10,False,0.625
True,1.0,auto,2.0,0.1,1,20,0.25,10,True,0.625
True,1.0,auto,2.0,0.1,10,2,0.0,10,False,0.625
True,1.0,auto,2.0,0.1,10,2,0.0,10,True,0.625
True,1.0,auto,2.0,0.1,10,2,0.25,10,False,0.625
True,1.0,auto,2.0,0.1,10,2,0.25,10,True,0.625
True,1.0,auto,2.0,0.1,10,20,0.0,10,False,0.625
True,1.0,auto,2.0,0.1,10,20,0.0,10,True,0.625
True,1.0,auto,2.0,0.1,10,20,0.25,10,False,0.625
True,1.0,auto,2.0,0.1,10,20,0.25,10,True,0.625
True,1.0,1,,0.0,1,2,0.25,1,False,0.625
True,1.0,1,,0.0,1,2,0.25,1,True,0.625
True,1.0,1,,0.0,1,20,0.25,1,False,0.625
