n_estimators,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,bootstrap,oob_score,accuracy
"[1, 2, 3, 4, 5, 10, 11, 12, 13, 14, 15, 16]","[1, 2, 3, 4, 5, 10, 11, 12, 13, 14, 15, 16]","[10, 11, 12, 13, 14, 15, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]","[1, 2, 3, 4, 0.001, 0.01, 0.02, 0.03, 0.04, 0.1]","[0.0, 0.01, 0.0001]","['auto', 'sqrt', 'log2', None]","[None, 2, 5, 10]","[0.0, 0.001, 0.01, 0.1]","[True, False]",[False],prediction
14,13,25,0.04,0.0001,log2,,0.1,True,False,0.625
15,15,13,2,0.0,auto,,0.1,True,False,0.625
15,3,21,3,0.0001,sqrt,10,0.1,True,False,0.625
14,14,22,0.001,0.01,sqrt,5,0.1,False,False,0.625
13,15,21,3,0.01,log2,2,0.1,True,False,0.625
11,12,24,1,0.0,sqrt,10,0.1,False,False,0.625
16,10,12,0.04,0.0001,auto,2,0.1,True,False,0.625
14,14,14,0.01,0.0001,log2,,0.1,True,False,0.625
12,3,15,1,0.0,sqrt,2,0.1,True,False,0.625
12,13,24,0.001,0.0001,auto,,0.1,False,False,0.625
15,16,28,0.03,0.01,sqrt,5,0.1,False,False,0.625
16,12,28,3,0.01,auto,2,0.1,True,False,0.625
15,5,21,0.02,0.0001,log2,5,0.1,True,False,0.625
14,1,26,3,0.01,auto,,0.1,True,False,0.625
10,1,14,0.03,0.0,auto,2,0.1,False,False,0.625
14,1,24,1,0.0,sqrt,5,0.1,False,False,0.625
11,16,15,0.001,0.0001,auto,2,0.1,True,False,0.625
10,10,23,2,0.0,auto,10,0.1,True,False,0.625
14,4,30,0.04,0.01,log2,10,0.1,False,False,0.625
16,12,13,3,0.0001,sqrt,10,0.1,True,False,0.625
15,16,30,0.03,0.0,auto,,0.1,False,False,0.625
10,1,21,0.02,0.0001,auto,2,0.1,False,False,0.625
12,12,23,0.04,0.0001,log2,5,0.1,False,False,0.625
16,10,10,0.04,0.0,sqrt,5,0.1,False,False,0.625
14,13,27,2,0.01,log2,,0.1,True,False,0.625
11,4,25,0.02,0.0001,auto,10,0.1,True,False,0.625
16,15,14,0.03,0.0,sqrt,5,0.1,False,False,0.625
12,5,11,4,0.01,sqrt,5,0.1,True,False,0.625
14,13,13,1,0.01,log2,10,0.1,True,False,0.625
14,11,25,0.001,0.0001,sqrt,10,0.1,True,False,0.625
16,1,12,0.1,0.01,auto,,0.1,False,False,0.625
10,10,25,0.03,0.0001,log2,,0.1,False,False,0.625
11,4,28,0.1,0.01,log2,5,0.1,True,False,0.625
14,11,11,0.1,0.0,sqrt,10,0.1,True,False,0.625
10,13,13,0.02,0.0,sqrt,5,0.1,False,False,0.625
16,14,24,0.1,0.01,sqrt,5,0.1,False,False,0.625
12,1,15,0.1,0.01,auto,5,0.1,True,False,0.625
10,4,21,0.01,0.0001,sqrt,,0.1,True,False,0.625
11,16,28,0.01,0.01,auto,5,0.1,False,False,0.625
16,5,26,0.04,0.01,log2,,0.1,False,False,0.625
10,14,12,2,0.0001,sqrt,2,0.1,False,False,0.625
16,5,25,1,0.0,log2,2,0.1,True,False,0.625
16,15,28,1,0.0,sqrt,2,0.1,True,False,0.625
11,11,11,0.02,0.0,auto,,0.1,True,False,0.625
13,15,28,0.04,0.0,auto,2,0.1,True,False,0.625
12,13,11,0.04,0.0001,auto,10,0.1,True,False,0.625
13,11,12,0.01,0.0,log2,5,0.1,False,False,0.625
14,3,10,0.02,0.0001,log2,2,0.1,False,False,0.625
15,12,25,0.04,0.0001,log2,2,0.1,True,False,0.625
14,14,27,0.03,0.0,sqrt,5,0.1,True,False,0.625
15,4,27,3,0.01,auto,,0.1,False,False,0.625
11,5,22,0.02,0.01,auto,5,0.1,True,False,0.625
13,11,28,0.001,0.0,log2,5,0.1,True,False,0.625
15,11,23,4,0.0,auto,2,0.1,False,False,0.625
15,16,21,3,0.0,auto,5,0.1,False,False,0.625
10,12,12,0.03,0.01,sqrt,5,0.1,True,False,0.625
12,3,15,1,0.01,auto,2,0.1,False,False,0.625
11,1,28,0.001,0.01,auto,10,0.1,True,False,0.625
14,1,14,0.03,0.01,sqrt,,0.1,True,False,0.625
