n_estimators,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,bootstrap,oob_score,accuracy
"[1, 2, 3, 4, 5, 10, 11, 12, 13, 14, 15, 16]","[1, 2, 3, 4, 5, 10, 11, 12, 13, 14, 15, 16]","[10, 11, 12, 13, 14, 15, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]","[1, 2, 3, 4, 0.001, 0.01, 0.02, 0.03, 0.04, 0.1]","[0.0, 0.01, 0.0001]","['auto', 'sqrt', 'log2', None]","[None, 2, 5, 10]","[0.0, 0.001, 0.01, 0.1]","[True, False]",[False],prediction
4,3,29,3,0.0,log2,2,0.001,False,False,0.7415730337078651
4,3,11,3,0.0,log2,2,0.0,False,False,0.7415730337078651
4,14,30,0.1,0.0,sqrt,2,0.01,False,False,0.7415730337078651
4,14,15,4,0.0,sqrt,2,0.001,False,False,0.7415730337078651
4,1,29,0.03,0.0001,sqrt,,0.01,False,False,0.7415730337078651
4,4,21,0.03,0.0001,sqrt,2,0.0,False,False,0.7415730337078651
4,1,22,0.02,0.0001,sqrt,10,0.0,False,False,0.7415730337078651
4,14,15,0.02,0.0,log2,2,0.01,False,False,0.7415730337078651
4,5,23,2,0.01,log2,2,0.001,False,False,0.7415730337078651
4,1,12,0.03,0.01,log2,10,0.01,False,False,0.7415730337078651
4,1,22,0.04,0.0,auto,5,0.0,False,False,0.7415730337078651
5,12,12,0.04,0.01,sqrt,2,0.0,False,False,0.740168539325842
5,1,13,0.03,0.01,sqrt,2,0.0,False,False,0.740168539325842
10,1,30,0.02,0.0,log2,,0.01,False,False,0.740168539325842
10,12,26,3,0.0,sqrt,2,0.0,False,False,0.740168539325842
10,4,24,4,0.0001,auto,2,0.001,False,False,0.740168539325842
5,1,13,0.03,0.0001,auto,2,0.01,False,False,0.740168539325842
10,1,23,0.001,0.0,sqrt,10,0.001,False,False,0.740168539325842
5,15,27,4,0.01,auto,2,0.0,False,False,0.740168539325842
10,2,15,0.001,0.0,auto,2,0.0,False,False,0.740168539325842
5,2,20,0.04,0.0,log2,2,0.001,False,False,0.740168539325842
5,13,10,1,0.0001,sqrt,2,0.001,False,False,0.740168539325842
10,3,25,0.02,0.0,auto,2,0.01,False,False,0.740168539325842
5,1,13,0.001,0.0001,sqrt,5,0.01,False,False,0.740168539325842
5,11,11,2,0.0001,sqrt,2,0.0,False,False,0.740168539325842
5,11,25,3,0.01,auto,2,0.001,False,False,0.740168539325842
10,1,11,0.03,0.0,log2,10,0.0,False,False,0.740168539325842
10,4,13,0.01,0.01,sqrt,2,0.001,False,False,0.740168539325842
10,14,29,0.01,0.01,auto,2,0.0,False,False,0.740168539325842
10,1,20,0.1,0.0001,log2,10,0.001,False,False,0.740168539325842
10,12,22,0.1,0.0001,log2,2,0.001,False,False,0.740168539325842
5,2,22,0.01,0.01,auto,2,0.001,False,False,0.740168539325842
5,1,24,0.001,0.01,auto,,0.001,False,False,0.740168539325842
10,12,25,4,0.0001,log2,2,0.0,False,False,0.740168539325842
5,2,23,0.001,0.0,sqrt,2,0.0,False,False,0.740168539325842
5,11,28,0.02,0.0,log2,2,0.01,False,False,0.740168539325842
5,5,11,0.02,0.0001,sqrt,2,0.0,False,False,0.740168539325842
5,1,29,3,0.0001,log2,,0.01,False,False,0.740168539325842
10,2,13,0.04,0.01,log2,2,0.001,False,False,0.740168539325842
10,13,15,0.03,0.0,log2,2,0.001,False,False,0.740168539325842
10,14,27,4,0.0,auto,2,0.01,False,False,0.740168539325842
10,11,22,0.001,0.0,log2,2,0.01,False,False,0.740168539325842
10,14,25,1,0.0,sqrt,2,0.01,False,False,0.740168539325842
10,14,26,0.03,0.0001,auto,2,0.01,False,False,0.740168539325842
10,1,26,2,0.0,auto,10,0.0,False,False,0.740168539325842
5,4,24,0.001,0.0,auto,2,0.01,False,False,0.740168539325842
10,15,24,0.01,0.0,sqrt,2,0.01,False,False,0.740168539325842
10,3,10,1,0.01,auto,2,0.001,False,False,0.740168539325842
5,1,15,0.01,0.0001,sqrt,2,0.001,False,False,0.740168539325842
10,1,13,3,0.0001,sqrt,10,0.001,False,False,0.740168539325842
10,12,29,0.01,0.0,auto,2,0.001,False,False,0.740168539325842
5,16,15,3,0.01,log2,2,0.001,False,False,0.740168539325842
5,10,10,1,0.0,auto,2,0.0,False,False,0.740168539325842
10,10,22,2,0.0,sqrt,2,0.0,False,False,0.740168539325842
5,1,29,0.01,0.0001,log2,,0.01,False,False,0.740168539325842
5,1,14,0.01,0.01,log2,5,0.001,False,False,0.740168539325842
10,10,27,0.1,0.0001,sqrt,2,0.001,False,False,0.740168539325842
10,10,13,0.01,0.0,sqrt,2,0.01,False,False,0.740168539325842
10,3,30,0.1,0.01,log2,2,0.01,True,False,0.737359550561797
10,5,20,0.1,0.0001,sqrt,2,0.0,True,False,0.737359550561797
10,1,25,0.1,0.0,sqrt,5,0.0,True,False,0.737359550561797
2,2,25,0.1,0.01,sqrt,5,0.001,False,False,0.7359550561797751
10,15,12,0.03,0.01,sqrt,2,0.001,True,False,0.7359550561797751
2,2,26,0.1,0.0001,log2,10,0.01,False,False,0.7359550561797751
10,1,11,0.04,0.0,auto,,0.0,True,False,0.7359550561797751
10,1,20,0.03,0.0,log2,2,0.001,True,False,0.7359550561797751
10,11,23,0.03,0.0,auto,2,0.001,True,False,0.7359550561797751
10,10,29,0.04,0.0001,auto,2,0.001,True,False,0.7359550561797751
10,3,22,0.03,0.0001,auto,2,0.0,True,False,0.7359550561797751
10,3,11,0.04,0.0001,auto,2,0.0,True,False,0.7359550561797751
11,10,22,0.1,0.0,log2,2,0.001,True,False,0.7331460674157301
11,1,28,0.1,0.01,sqrt,10,0.01,True,False,0.7331460674157301
12,1,29,0.1,0.0,auto,5,0.001,True,False,0.731741573033707
12,16,13,0.001,0.01,sqrt,2,0.01,False,False,0.731741573033707
12,1,12,4,0.0001,auto,,0.001,False,False,0.731741573033707
12,14,24,0.03,0.0,sqrt,2,0.01,False,False,0.731741573033707
12,1,25,0.02,0.0,log2,10,0.0,False,False,0.731741573033707
12,1,14,0.02,0.0001,log2,2,0.001,False,False,0.731741573033707
12,16,14,0.001,0.01,auto,2,0.0,False,False,0.731741573033707
12,13,29,0.02,0.0001,log2,2,0.01,False,False,0.731741573033707
12,1,21,0.02,0.01,log2,,0.001,False,False,0.731741573033707
12,16,28,2,0.0,log2,2,0.01,False,False,0.731741573033707
12,1,27,0.1,0.0,auto,5,0.01,False,False,0.731741573033707
12,13,29,0.04,0.0,log2,2,0.01,False,False,0.731741573033707
12,1,29,2,0.0001,auto,,0.001,False,False,0.731741573033707
12,5,21,0.01,0.0,sqrt,2,0.01,False,False,0.731741573033707
12,4,10,1,0.0,sqrt,2,0.01,False,False,0.731741573033707
12,2,12,0.1,0.0001,auto,2,0.001,True,False,0.731741573033707
12,11,30,0.1,0.0,auto,2,0.01,True,False,0.731741573033707
12,1,28,4,0.0001,log2,10,0.0,False,False,0.731741573033707
12,11,22,3,0.01,sqrt,2,0.0,False,False,0.731741573033707
12,1,20,0.02,0.0,auto,10,0.01,False,False,0.731741573033707
12,3,15,0.1,0.01,log2,2,0.0,False,False,0.731741573033707
12,1,24,0.1,0.01,auto,2,0.001,False,False,0.731741573033707
12,1,24,4,0.0001,sqrt,5,0.001,False,False,0.731741573033707
11,12,15,1,0.0,sqrt,2,0.01,True,False,0.7303370786516851
11,1,11,0.01,0.0,sqrt,5,0.01,True,False,0.7303370786516851
11,16,14,2,0.0001,log2,2,0.01,True,False,0.7303370786516851
11,11,14,2,0.0001,log2,2,0.001,True,False,0.7303370786516851
11,1,26,0.01,0.0,log2,5,0.0,True,False,0.7303370786516851
11,4,21,1,0.01,sqrt,2,0.01,True,False,0.7303370786516851
11,1,29,2,0.0,sqrt,2,0.001,True,False,0.7303370786516851
11,5,15,2,0.0,log2,2,0.0,True,False,0.7303370786516851
11,13,29,4,0.0,log2,2,0.0,True,False,0.7303370786516851
11,12,26,1,0.01,auto,2,0.001,True,False,0.7303370786516851
11,1,15,0.001,0.0,auto,10,0.0,True,False,0.7303370786516851
11,1,11,3,0.0,log2,2,0.0,True,False,0.7303370786516851
11,14,15,1,0.0001,log2,2,0.0,True,False,0.7303370786516851
11,3,29,0.001,0.01,log2,2,0.001,True,False,0.7303370786516851
11,13,24,1,0.01,auto,2,0.0,True,False,0.7303370786516851
11,1,11,4,0.0,sqrt,2,0.01,True,False,0.7303370786516851
12,3,30,0.01,0.01,log2,2,0.001,True,False,0.728932584269662
11,1,25,0.04,0.01,auto,2,0.0,True,False,0.728932584269662
12,5,20,2,0.01,auto,2,0.001,True,False,0.728932584269662
12,3,14,3,0.0001,auto,2,0.001,True,False,0.728932584269662
12,11,25,3,0.0,log2,2,0.01,True,False,0.728932584269662
11,1,12,0.03,0.0,log2,5,0.001,True,False,0.728932584269662
12,1,15,3,0.0001,sqrt,5,0.0,True,False,0.728932584269662
12,1,30,0.01,0.0001,sqrt,2,0.01,True,False,0.728932584269662
12,1,30,0.001,0.01,auto,10,0.0,True,False,0.728932584269662
12,1,21,4,0.0001,auto,,0.01,True,False,0.728932584269662
12,1,22,0.01,0.01,log2,5,0.0,True,False,0.728932584269662
12,10,25,2,0.01,sqrt,2,0.01,True,False,0.728932584269662
12,11,15,2,0.0001,sqrt,2,0.001,True,False,0.728932584269662
12,11,10,2,0.01,sqrt,2,0.001,True,False,0.728932584269662
12,10,29,2,0.01,sqrt,2,0.0,True,False,0.728932584269662
11,11,27,0.03,0.0,log2,2,0.0,True,False,0.728932584269662
12,1,27,0.001,0.0,log2,2,0.0,True,False,0.728932584269662
12,16,26,4,0.0001,log2,2,0.001,True,False,0.728932584269662
11,1,24,0.03,0.01,sqrt,10,0.01,True,False,0.728932584269662
12,4,24,1,0.0,auto,2,0.01,True,False,0.728932584269662
11,16,15,0.02,0.0001,sqrt,2,0.01,True,False,0.728932584269662
12,14,30,3,0.01,sqrt,2,0.01,True,False,0.728932584269662
12,2,29,0.03,0.0001,auto,2,0.01,True,False,0.7275280898876401
12,1,25,0.04,0.0,sqrt,2,0.01,True,False,0.7275280898876401
12,4,23,0.04,0.0,sqrt,2,0.001,True,False,0.7275280898876401
12,5,15,0.03,0.01,auto,2,0.001,True,False,0.7275280898876401
12,11,22,0.04,0.01,sqrt,2,0.0,True,False,0.7275280898876401
12,3,25,0.03,0.01,log2,2,0.0,True,False,0.7275280898876401
2,15,30,0.1,0.01,auto,2,0.001,False,False,0.7233146067415731
2,13,21,0.04,0.0001,log2,2,0.0,False,False,0.7233146067415731
2,12,29,0.1,0.0,auto,2,0.001,False,False,0.7233146067415731
2,4,22,3,0.0,sqrt,2,0.001,True,False,0.7233146067415731
2,2,27,3,0.0,auto,2,0.001,True,False,0.7233146067415731
2,1,25,4,0.0,log2,10,0.01,True,False,0.7233146067415731
2,1,14,3,0.0001,sqrt,10,0.001,False,False,0.7233146067415731
2,13,27,2,0.0,log2,2,0.01,False,False,0.7233146067415731
2,10,26,0.001,0.0,auto,2,0.0,True,False,0.7233146067415731
2,16,23,1,0.0,auto,2,0.001,True,False,0.7233146067415731
2,3,30,0.02,0.01,auto,2,0.01,True,False,0.7233146067415731
2,15,25,0.1,0.0,auto,2,0.0,True,False,0.7233146067415731
2,15,26,0.04,0.0001,sqrt,2,0.01,True,False,0.7233146067415731
2,2,22,0.04,0.01,sqrt,2,0.01,False,False,0.7233146067415731
2,15,12,0.02,0.01,log2,2,0.001,False,False,0.7233146067415731
2,5,15,2,0.0,log2,2,0.001,True,False,0.7233146067415731
2,16,29,2,0.0,sqrt,2,0.0,False,False,0.7233146067415731
2,3,22,0.1,0.0,sqrt,2,0.001,False,False,0.7233146067415731
2,4,12,1,0.0,log2,2,0.001,True,False,0.7233146067415731
2,13,12,0.03,0.0,log2,2,0.01,False,False,0.7233146067415731
2,1,26,0.1,0.0,sqrt,5,0.001,True,False,0.7233146067415731
2,5,24,0.02,0.01,log2,2,0.01,True,False,0.7233146067415731
2,12,14,0.02,0.0,auto,2,0.01,True,False,0.7233146067415731
2,3,22,0.04,0.01,auto,2,0.01,True,False,0.7233146067415731
2,1,10,0.1,0.0,sqrt,,0.001,False,False,0.7233146067415731
2,3,11,0.01,0.0001,sqrt,2,0.001,False,False,0.7233146067415731
2,5,22,0.04,0.0,sqrt,2,0.001,True,False,0.7233146067415731
2,13,13,0.01,0.0001,log2,2,0.01,True,False,0.7233146067415731
2,1,13,4,0.01,log2,,0.0,True,False,0.7233146067415731
2,10,27,0.01,0.0001,auto,2,0.01,True,False,0.7233146067415731
2,14,20,1,0.01,log2,2,0.01,False,False,0.7233146067415731
2,14,11,4,0.0,auto,2,0.001,True,False,0.7233146067415731
2,1,30,1,0.0001,sqrt,5,0.01,False,False,0.7233146067415731
2,2,11,3,0.0001,log2,2,0.01,True,False,0.7233146067415731
2,3,21,0.03,0.01,log2,2,0.0,True,False,0.7233146067415731
2,2,28,0.01,0.0001,log2,2,0.001,False,False,0.7233146067415731
2,16,13,0.02,0.0001,auto,2,0.001,True,False,0.7233146067415731
11,12,27,1,0.01,log2,2,0.1,False,False,0.625
14,13,13,0.04,0.0001,log2,,0.1,False,False,0.625
12,12,22,3,0.0,sqrt,,0.1,False,False,0.625
15,14,22,0.01,0.0001,sqrt,,0.1,False,False,0.625
12,16,15,3,0.0001,sqrt,2,0.1,True,False,0.625
11,10,12,4,0.0001,log2,10,0.1,False,False,0.625
12,4,29,0.02,0.0001,auto,5,0.1,True,False,0.625
14,11,23,0.1,0.01,sqrt,2,0.1,False,False,0.625
11,3,28,3,0.0,log2,5,0.1,True,False,0.625
11,14,24,0.1,0.01,log2,,0.1,True,False,0.625
11,16,15,0.001,0.0,log2,,0.1,False,False,0.625
10,10,21,0.001,0.01,auto,5,0.1,True,False,0.625
16,4,20,0.02,0.01,auto,,0.1,True,False,0.625
16,13,28,0.04,0.0,log2,2,0.1,True,False,0.625
13,12,30,2,0.01,sqrt,2,0.1,False,False,0.625
10,3,28,0.01,0.0,log2,2,0.1,True,False,0.625
14,12,27,0.04,0.01,sqrt,2,0.1,True,False,0.625
15,2,22,3,0.01,sqrt,5,0.1,False,False,0.625
11,5,24,0.1,0.01,sqrt,2,0.1,True,False,0.625
15,10,26,0.04,0.0001,auto,,0.1,True,False,0.625
13,14,28,0.001,0.0,sqrt,5,0.1,False,False,0.625
14,1,26,4,0.01,auto,10,0.1,False,False,0.625
15,5,26,0.001,0.01,log2,2,0.1,True,False,0.625
16,2,20,4,0.01,log2,5,0.1,False,False,0.625
10,11,20,0.01,0.01,log2,5,0.1,True,False,0.625
14,2,13,0.01,0.0,sqrt,,0.1,True,False,0.625
11,12,25,0.04,0.0001,sqrt,,0.1,False,False,0.625
15,4,21,0.03,0.01,log2,5,0.1,True,False,0.625
11,1,20,3,0.0001,log2,2,0.1,False,False,0.625
15,11,24,0.001,0.0,log2,10,0.1,False,False,0.625
16,1,10,4,0.01,auto,2,0.1,True,False,0.625
10,1,30,0.001,0.0001,sqrt,10,0.1,False,False,0.625
10,3,28,4,0.0,sqrt,5,0.1,False,False,0.625
16,1,24,0.001,0.0,auto,,0.1,True,False,0.625
11,13,20,3,0.0,auto,5,0.1,False,False,0.625
14,15,30,0.001,0.01,sqrt,2,0.1,True,False,0.625
15,11,22,4,0.0,auto,2,0.1,False,False,0.625
16,4,10,0.001,0.0,sqrt,10,0.1,True,False,0.625
13,3,22,0.03,0.01,auto,10,0.1,True,False,0.625
13,10,20,0.1,0.01,auto,,0.1,False,False,0.625
15,5,26,0.1,0.0001,auto,10,0.1,True,False,0.625
11,10,23,0.03,0.01,sqrt,2,0.1,False,False,0.625
11,1,11,0.1,0.0,auto,,0.1,True,False,0.625
15,5,27,3,0.0001,auto,10,0.1,True,False,0.625
11,2,10,0.04,0.0,log2,10,0.1,False,False,0.625
15,4,20,4,0.0,auto,2,0.1,False,False,0.625
13,12,22,0.02,0.01,log2,10,0.1,False,False,0.625
13,15,22,0.01,0.0,log2,,0.1,True,False,0.625
14,14,26,1,0.0001,sqrt,5,0.1,True,False,0.625
14,5,24,0.01,0.0,sqrt,10,0.1,True,False,0.625
16,15,30,3,0.0001,auto,10,0.1,False,False,0.625
13,4,27,3,0.01,sqrt,10,0.1,False,False,0.625
10,12,20,0.03,0.01,log2,2,0.1,False,False,0.625
15,1,20,0.02,0.01,log2,5,0.1,True,False,0.625
11,15,29,3,0.0,sqrt,10,0.1,True,False,0.625
11,12,28,0.03,0.0001,log2,,0.1,False,False,0.625
12,4,20,0.02,0.01,log2,,0.1,False,False,0.625
15,4,30,1,0.0,log2,10,0.1,True,False,0.625
14,10,20,4,0.0,log2,10,0.1,True,False,0.625
10,13,14,0.04,0.0001,sqrt,10,0.1,True,False,0.625
13,12,10,0.1,0.0001,sqrt,5,0.1,False,False,0.625
13,3,29,2,0.0,auto,2,0.1,True,False,0.625
16,14,21,0.04,0.01,auto,,0.1,True,False,0.625
10,12,25,1,0.0,auto,5,0.1,True,False,0.625
10,14,26,0.01,0.0,log2,10,0.1,True,False,0.625
12,10,20,1,0.01,auto,2,0.1,True,False,0.625
11,11,11,4,0.0,sqrt,5,0.1,False,False,0.625
11,5,28,1,0.0001,log2,5,0.1,False,False,0.625
14,10,15,0.001,0.0,sqrt,,0.1,True,False,0.625
12,16,13,0.1,0.01,sqrt,5,0.1,False,False,0.625
15,4,14,0.04,0.0001,log2,,0.1,True,False,0.625
12,5,10,3,0.01,log2,5,0.1,False,False,0.625
14,16,14,0.02,0.01,sqrt,2,0.1,False,False,0.625
15,2,30,0.02,0.0001,log2,2,0.1,False,False,0.625
11,2,24,0.02,0.0001,sqrt,2,0.1,False,False,0.625
13,2,26,3,0.0,auto,5,0.1,True,False,0.625
12,5,27,1,0.01,sqrt,10,0.1,False,False,0.625
14,4,14,2,0.01,auto,,0.1,True,False,0.625
14,5,13,4,0.01,log2,5,0.1,False,False,0.625
16,10,24,4,0.0,auto,,0.1,True,False,0.625
14,16,14,0.04,0.0001,sqrt,10,0.1,True,False,0.625
12,3,29,0.1,0.01,auto,,0.1,False,False,0.625
13,4,29,1,0.01,auto,5,0.1,False,False,0.625
16,16,23,3,0.0001,log2,10,0.1,True,False,0.625
13,11,10,0.03,0.0,auto,2,0.1,True,False,0.625
10,12,24,4,0.01,sqrt,10,0.1,True,False,0.625
12,16,15,0.1,0.0,auto,2,0.1,False,False,0.625
14,4,28,0.1,0.01,sqrt,5,0.1,True,False,0.625
11,1,21,0.04,0.0,auto,10,0.1,True,False,0.625
16,12,29,0.01,0.0001,auto,2,0.1,True,False,0.625
13,12,15,0.04,0.0001,auto,10,0.1,True,False,0.625
15,14,23,3,0.0001,auto,2,0.1,False,False,0.625
13,4,29,0.001,0.0,log2,,0.1,True,False,0.625
13,15,12,3,0.01,sqrt,5,0.1,False,False,0.625
15,15,13,0.01,0.0,sqrt,,0.1,True,False,0.625
12,14,13,2,0.0,log2,5,0.1,True,False,0.625
12,16,29,0.01,0.0,sqrt,5,0.1,False,False,0.625
15,2,23,0.04,0.0001,log2,,0.1,False,False,0.625
14,13,30,0.1,0.01,auto,2,0.1,True,False,0.625
12,11,12,0.01,0.01,sqrt,5,0.1,False,False,0.625
16,15,20,0.03,0.0,log2,5,0.1,True,False,0.625
16,14,25,3,0.01,log2,2,0.1,False,False,0.625
14,5,15,0.01,0.01,auto,10,0.1,True,False,0.625
12,12,23,0.01,0.0001,sqrt,2,0.1,True,False,0.625
11,16,13,3,0.0,auto,2,0.1,True,False,0.625
13,5,21,4,0.01,auto,,0.1,False,False,0.625
11,3,12,0.1,0.0001,auto,2,0.1,True,False,0.625
13,13,28,3,0.0,log2,,0.1,False,False,0.625
12,13,15,0.02,0.01,log2,5,0.1,True,False,0.625
12,11,21,3,0.01,log2,2,0.1,False,False,0.625
10,12,25,0.04,0.0,sqrt,10,0.1,False,False,0.625
13,12,25,0.01,0.0,sqrt,2,0.1,False,False,0.625
14,15,21,4,0.0,log2,,0.1,False,False,0.625
15,12,11,0.1,0.0001,sqrt,10,0.1,False,False,0.625
15,5,27,4,0.0,sqrt,5,0.1,True,False,0.625
16,4,12,4,0.0001,sqrt,,0.1,True,False,0.625
14,1,12,4,0.0001,sqrt,5,0.1,True,False,0.625
15,15,30,4,0.01,auto,5,0.1,False,False,0.625
16,5,12,0.02,0.0001,sqrt,5,0.1,False,False,0.625
12,14,15,0.02,0.0,log2,,0.1,True,False,0.625
10,13,13,4,0.0001,log2,,0.1,False,False,0.625
15,2,26,3,0.0001,sqrt,,0.1,False,False,0.625
11,5,14,4,0.01,log2,10,0.1,False,False,0.625
16,1,27,0.01,0.01,log2,,0.1,True,False,0.625
13,15,12,0.1,0.01,auto,,0.1,False,False,0.625
13,3,15,2,0.0,sqrt,5,0.1,True,False,0.625
13,15,24,0.1,0.0,auto,,0.1,False,False,0.625
10,2,26,0.01,0.0001,sqrt,5,0.1,True,False,0.625
16,1,13,0.01,0.01,sqrt,,0.1,False,False,0.625
14,4,29,0.02,0.0,log2,,0.1,True,False,0.625
10,12,25,0.03,0.0,sqrt,5,0.1,False,False,0.625
11,1,14,0.02,0.01,sqrt,,0.1,True,False,0.625
12,14,22,0.001,0.0001,auto,5,0.1,True,False,0.625
16,15,21,4,0.0001,log2,5,0.1,True,False,0.625
15,11,12,3,0.0,log2,10,0.1,True,False,0.625
16,2,20,0.04,0.0001,auto,10,0.1,True,False,0.625
15,13,15,0.1,0.0001,sqrt,5,0.1,True,False,0.625
16,3,13,0.001,0.0001,auto,10,0.1,True,False,0.625
14,15,28,0.01,0.0,auto,5,0.1,False,False,0.625
12,14,15,1,0.0,sqrt,2,0.1,True,False,0.625
10,15,24,0.04,0.01,sqrt,2,0.1,True,False,0.625
10,10,15,2,0.01,log2,2,0.1,True,False,0.625
11,10,12,4,0.01,sqrt,10,0.1,True,False,0.625
12,4,15,1,0.0,auto,,0.1,False,False,0.625
15,3,11,0.02,0.0,sqrt,10,0.1,True,False,0.625
11,1,10,0.03,0.0,log2,2,0.1,True,False,0.625
13,3,14,1,0.0001,log2,,0.1,False,False,0.625
11,3,20,0.03,0.0,log2,2,0.1,False,False,0.625
12,14,13,3,0.0001,log2,,0.1,False,False,0.625
11,3,10,3,0.01,sqrt,10,0.1,True,False,0.625
13,11,20,0.04,0.01,log2,,0.1,False,False,0.625
14,10,21,0.1,0.01,log2,2,0.1,False,False,0.625
13,4,10,1,0.01,sqrt,,0.1,False,False,0.625
11,13,20,2,0.01,sqrt,,0.1,True,False,0.625
12,4,10,0.03,0.01,sqrt,2,0.1,True,False,0.625
10,16,12,0.01,0.0001,auto,10,0.1,False,False,0.625
13,13,25,3,0.01,sqrt,5,0.1,False,False,0.625
13,15,11,0.01,0.01,log2,10,0.1,False,False,0.625
11,3,26,3,0.01,sqrt,10,0.1,False,False,0.625
10,2,24,2,0.01,auto,5,0.1,False,False,0.625
16,12,24,2,0.0001,auto,10,0.1,True,False,0.625
14,13,13,2,0.0001,sqrt,5,0.1,False,False,0.625
15,12,15,0.03,0.01,auto,10,0.1,False,False,0.625
12,3,12,2,0.0,auto,10,0.1,True,False,0.625
11,2,25,0.001,0.0001,auto,,0.1,False,False,0.625
12,13,12,0.01,0.01,auto,,0.1,False,False,0.625
15,10,23,0.02,0.01,auto,,0.1,False,False,0.625
14,10,23,0.02,0.0001,sqrt,10,0.1,False,False,0.625
12,16,15,0.03,0.01,auto,2,0.1,False,False,0.625
10,5,23,0.03,0.0,auto,5,0.1,True,False,0.625
10,10,12,0.001,0.0,auto,2,0.1,False,False,0.625
10,14,24,4,0.01,sqrt,,0.1,True,False,0.625
13,15,15,0.1,0.0,auto,,0.1,True,False,0.625
12,3,12,1,0.0001,sqrt,2,0.1,False,False,0.625
11,1,11,0.001,0.01,auto,5,0.1,False,False,0.625
13,14,21,0.001,0.0001,sqrt,10,0.1,False,False,0.625
13,13,28,0.01,0.01,sqrt,5,0.1,True,False,0.625
14,4,29,1,0.0,log2,10,0.1,False,False,0.625
11,15,24,0.001,0.0001,auto,2,0.1,True,False,0.625
12,3,23,2,0.01,auto,2,0.1,False,False,0.625
12,1,15,0.03,0.0,auto,5,0.1,True,False,0.625
11,16,26,0.03,0.0,auto,10,0.1,True,False,0.625
13,15,20,4,0.0001,auto,5,0.1,True,False,0.625
15,13,12,0.03,0.01,log2,10,0.1,False,False,0.625
15,2,26,3,0.0001,sqrt,2,0.1,False,False,0.625
16,16,23,0.001,0.01,auto,,0.1,True,False,0.625
13,13,28,1,0.0,log2,5,0.1,True,False,0.625
15,4,24,0.01,0.0,auto,,0.1,True,False,0.625
16,13,26,0.03,0.0,sqrt,,0.1,False,False,0.625
15,1,24,0.1,0.0,sqrt,10,0.1,True,False,0.625
15,12,12,1,0.0,log2,,0.1,False,False,0.625
16,13,10,0.03,0.0,auto,,0.1,False,False,0.625
15,4,28,0.04,0.0,sqrt,,0.1,False,False,0.625
15,10,28,0.01,0.0,sqrt,10,0.1,False,False,0.625
16,15,12,0.02,0.0001,log2,2,0.1,True,False,0.625
14,5,13,0.02,0.01,auto,5,0.1,False,False,0.625
10,1,29,4,0.01,sqrt,2,0.1,True,False,0.625
13,2,22,0.001,0.0,auto,,0.1,False,False,0.625
15,10,13,1,0.0,auto,2,0.1,True,False,0.625
13,10,24,0.04,0.01,log2,2,0.1,False,False,0.625
11,3,14,0.03,0.01,log2,2,0.1,False,False,0.625
10,10,10,0.1,0.0,log2,5,0.1,True,False,0.625
15,3,14,0.1,0.0001,log2,5,0.1,False,False,0.625
12,2,26,4,0.01,log2,2,0.1,True,False,0.625
10,4,30,3,0.0,log2,10,0.1,False,False,0.625
13,5,13,0.001,0.01,auto,,0.1,False,False,0.625
10,12,21,0.1,0.0001,log2,,0.1,True,False,0.625
16,12,21,0.04,0.01,log2,10,0.1,True,False,0.625
11,16,27,2,0.01,log2,,0.1,False,False,0.625
12,11,22,0.04,0.01,sqrt,5,0.1,True,False,0.625
12,11,11,3,0.0,auto,2,0.1,True,False,0.625
12,15,23,0.1,0.0,log2,,0.1,True,False,0.625
10,2,29,3,0.0,sqrt,5,0.1,True,False,0.625
15,13,28,1,0.0001,log2,,0.1,False,False,0.625
13,12,24,0.03,0.0001,sqrt,10,0.1,False,False,0.625
15,13,12,0.02,0.0001,log2,2,0.1,True,False,0.625
10,12,26,0.03,0.0001,auto,,0.1,True,False,0.625
10,11,15,0.01,0.0,sqrt,2,0.1,True,False,0.625
15,15,22,1,0.0001,sqrt,2,0.1,True,False,0.625
15,14,26,4,0.0,sqrt,10,0.1,True,False,0.625
12,16,30,0.04,0.0001,auto,10,0.1,False,False,0.625
11,13,10,0.001,0.0001,sqrt,5,0.1,False,False,0.625
14,14,24,0.1,0.0001,sqrt,10,0.1,True,False,0.625
10,11,14,0.1,0.0,log2,,0.1,False,False,0.625
10,13,29,3,0.0001,auto,5,0.1,False,False,0.625
13,3,12,3,0.0,log2,10,0.1,True,False,0.625
15,16,22,2,0.0001,sqrt,10,0.1,True,False,0.625
15,13,14,0.01,0.0001,sqrt,2,0.1,True,False,0.625
13,11,20,0.02,0.0001,sqrt,5,0.1,False,False,0.625
14,13,11,0.03,0.0,sqrt,,0.1,True,False,0.625
12,13,23,0.1,0.01,sqrt,10,0.1,False,False,0.625
15,10,26,1,0.0001,auto,,0.1,False,False,0.625
16,13,25,3,0.0,auto,5,0.1,False,False,0.625
14,1,12,0.1,0.0001,log2,10,0.1,False,False,0.625
13,5,14,0.04,0.01,sqrt,,0.1,True,False,0.625
13,5,24,0.001,0.01,auto,10,0.1,True,False,0.625
13,2,25,3,0.0,log2,,0.1,False,False,0.625
16,3,29,1,0.0001,auto,10,0.1,False,False,0.625
16,1,11,0.04,0.0,auto,5,0.1,False,False,0.625
